delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
726843,65446,5453,15353,11072,6862,-388057,25694,13327,-7746,-9112,-4772,-433652,-33279,23335,9890,-6628,-2340,-294763,31024,16741,-5067,-4226,-1642,-45595,138889,-58973,64303,10008,-6594,17636,-14957,2484,2402,2432,698,easy
1053756,137609,193493,72428,64750,39281,-947936,-88545,-132445,-63834,-58406,-33570,96231,-116836,-181114,-67921,-57356,-37017,-526082,298953,-136240,-51090,-12296,-19659,1044167,-622313,-28291,415789,-48669,44874,-4087,16831,1050,45060,-3447,17358,difficult
569862,145379,25990,19672,15963,12632,-494460,-119778,-25256,-16209,-12387,-8977,-508996,-121638,-22406,-10884,-12315,-6746,127313,259088,89068,10170,406,17446,-14536,636309,-1860,380726,2850,111474,5325,21054,72,12721,2231,24192,easy
1050996,223135,117977,130581,45403,21364,311869,-1500,-86742,-108920,-34302,-13778,-829054,-142473,-102782,-113713,-42130,-16172,230877,-144592,-34929,-104655,-19842,-14969,-1140923,1059931,-140973,-2119,-16040,67853,-4793,9058,-7828,22288,-2394,1203,difficult
694714,167714,7335,24494,13199,18519,-491533,-38469,11565,-9834,3394,-15339,-541904,-146195,-2932,-22623,-10737,-10765,482713,-78153,11880,-21834,-7890,-4115,-50371,1024617,-107726,68042,-14497,14812,-12789,789,-14131,2847,4574,6650,easy
596897,43626,17490,14664,9333,13875,884233,53465,-4802,-4524,-4336,-7766,-407376,-16045,-14967,-11416,-8157,-12897,300289,18424,-15592,-4970,-3384,-9160,-1291609,707665,-69510,34469,-10165,-625,-6892,6446,-3821,4773,-5131,3737,difficult
840679,58200,48484,10577,4113,4364,-700807,70293,-41423,47,1311,13484,-206610,11578,-47036,-4556,-903,4616,-718975,41016,-36558,3410,6226,37558,494197,-512365,-58715,29438,-5613,10478,-4603,7966,-2214,7129,-8868,32942,easy
796919,166793,37670,9747,7602,9302,2267660,721,21093,10730,13180,3345,-774455,-105924,-32076,-1725,-2191,-3570,-209010,71953,-3085,7188,9114,13951,-3042115,565445,-106645,177877,-53169,28991,-12455,8913,-15371,11305,-6915,17521,difficult
294770,151461,38772,21464,10247,15902,-211433,-148752,-38649,-21228,-9279,-13199,-280770,-135141,-36922,-13529,1776,-7244,-206083,-135743,-38135,-20780,-7080,-11408,-69337,74687,13611,-602,1727,-1213,7699,-7251,11055,-8856,5955,-4164,easy
569293,267849,30774,28516,17548,14677,879495,-54901,-11972,-9988,-10830,-6033,-273218,-209066,-18867,-21563,-13779,-9565,-478968,-207374,-14924,-21544,-13295,-7896,-1152713,-205750,-154165,1692,-6895,3943,-11575,19,-2949,484,-3532,1669,difficult
743188,242577,123113,48240,19556,23496,29012,-34974,-103401,-39107,-7531,-18213,308577,58517,-50368,-28702,11475,510,-719653,-216202,-105650,-32332,3712,-9586,279565,-1028230,93491,-274719,53033,-55282,10405,-3630,19006,-7763,18723,-10096,easy
1006823,155642,17698,21127,17978,19320,-295180,-37906,22464,-3821,-3109,-4275,83465,64409,-7253,-5057,-8810,-10354,-1488,160735,20636,-12764,-829,-6673,378645,-84953,102315,96326,-29717,27889,-1236,-7707,-5701,7981,-6079,3681,difficult
851104,40627,10026,7453,13861,11021,-798171,-370,-5076,-5762,-13306,-9968,779615,8952,21029,53195,-1448,36314,-724209,-16833,-2182,-4644,-9512,-8705,1577786,-1503824,9322,-25785,26105,-23211,58957,-57839,11858,-8064,46282,-45019,easy
549511,124551,34428,40636,17034,19179,-358049,-86181,-24028,-39847,-13140,-17707,-454164,-105434,-32204,-38839,-13980,-15071,-449035,-115960,-34161,-39705,-15817,-16954,-96115,5129,-19253,-10526,-8176,-1957,1008,-866,-840,-1837,2636,-1883,difficult
611580,121925,11674,20165,9760,4378,-419189,-32565,-4541,-14584,-6212,-760,-600493,-114174,-7583,-17510,-9103,-3806,-402630,-81608,3604,-13893,-7152,-37,-181304,197863,-81609,32566,-3042,11187,-2926,3617,-2891,1951,-3046,3769,easy
859480,50328,18084,18964,16156,20695,-538867,-6476,-6236,-14962,-11762,-16478,-850917,-41582,-13111,-11673,-8925,-3906,-395930,36287,35564,-6293,-9887,-13718,-312050,454987,-35106,77869,-6875,48675,3289,5380,2837,-962,12572,-9812,difficult
201673,51092,6748,3651,6635,6981,-186166,-45730,-632,-1097,-2905,-3024,-30929,26003,-3345,-509,-6176,-5975,-175760,-33724,-4464,-644,-4057,-3473,155237,-144831,71733,-59727,-2713,-1119,588,-135,-3271,2119,-2951,2502,easy
136679,91170,11093,5166,5225,6254,-50279,69727,24205,456,2529,718,138814,-45908,-3245,-1486,-1983,-3059,215010,-73011,-8478,-3647,-3547,-2731,189093,76196,-115635,-27103,-27450,-5233,-1942,-2161,-4512,-1564,-3777,328,difficult
1192779,199257,22770,27452,17303,22180,2115240,390304,31566,9819,-11570,14241,264131,234587,-7825,33794,19971,46376,-221763,194842,116806,1450,1878,53556,-1851109,-485894,-155717,-39745,-39391,124631,23975,-32344,31541,-18093,32135,7180,easy
369887,49058,31250,7175,5796,12923,-310594,-27902,-29359,-4317,-2123,-10016,-353053,-44257,-30105,-2331,3091,-3808,-329799,-34594,-15034,-4830,-1171,-8111,-42459,23254,-16355,9663,-746,15071,1986,-2499,5214,-4262,6208,-4303,difficult
1023591,58060,19145,24818,8392,15048,-125508,36849,-2511,-17102,-2642,-10665,-811275,-23668,-14801,-21294,-2732,-12084,-920490,37633,-15419,-14318,5506,-11272,-685767,-109215,-60517,61301,-12290,-618,-4192,6976,-90,8238,-1419,812,easy
337337,148771,22185,17435,7497,14521,396215,-53630,-5859,-8255,-1947,-5754,-241639,-137567,-20342,-7668,-5401,-10369,-15123,-56467,-11964,-10070,7190,-8918,-637854,226516,-83937,81100,-14483,8378,587,-2402,-3454,12591,-4615,1451,difficult
993228,104324,48814,21162,14317,13561,-947833,-92890,-46484,-18416,-13811,-12569,-881035,-90806,-41783,-19701,-11997,-11346,-505562,114713,-25612,5615,5168,19745,66798,375473,2084,205519,4701,16171,-1285,25316,1814,17165,1223,31091,easy
458581,74310,19571,8340,6260,6611,729618,85973,-8788,31172,6328,2449,-404447,-28465,20,586,-3248,2989,985421,18995,8636,-2443,5754,3265,-1134065,1389868,-114438,47460,8808,8616,-30586,-3029,-9576,9002,540,276,difficult
863852,101951,14074,7045,12086,7640,907264,16211,1930,18609,10379,10296,-7218,5871,13936,456,-3969,-4419,140065,122412,41442,34823,5689,15781,-914482,147283,-10340,116541,12006,27506,-18153,34367,-14348,9658,-14715,20200,easy
1023793,78005,51624,19872,11148,21359,-764816,-36280,-48118,-18980,-10080,-18546,-305258,200012,-21631,-8846,-1938,-12587,-602496,-45831,-40750,-15079,-6474,-17684,459558,-297238,236292,-245843,26487,-19119,10134,-6233,8142,-4536,5959,-5097,difficult
204987,29546,4368,9194,4419,5574,373032,54999,2968,-3281,1993,-2300,-160008,-19646,7068,-85,422,-1243,-49001,88995,5934,-6325,-25,115,-533040,111007,-74645,108641,4100,-1134,3196,-6240,-1571,-447,1057,1358,easy
1729568,178292,144635,184017,102731,85857,-233214,-42795,-30648,-158672,-87371,-60119,-1118091,95612,-90667,-168214,-83507,-58267,-1407573,-23160,-108549,-164062,-89460,-70823,-884877,-289482,138407,-118772,-60019,-17882,-9542,4152,3864,-5953,1852,-12556,difficult
1148436,163435,68851,31514,38553,23851,-849416,-96948,-50638,-24340,-24234,-20530,-1102547,-156104,-62480,-28217,-33927,-18920,-1058549,-60497,-56004,-27993,-35336,-19603,-253131,43998,-59156,95607,-11842,6476,-3877,224,-9693,-1409,1610,-683,easy
1305285,89693,16952,25270,8503,6607,-1221245,-76449,-1284,-23105,-4759,-3810,-1172879,-77910,-12839,-20753,-6576,-4410,-1219471,-74072,-15010,-23156,-7185,-4498,48366,-46592,-1461,3838,-11555,-2171,2352,-2403,-1817,-609,-600,-88,difficult
321112,25431,11241,9544,9117,9623,451286,202742,40167,50502,5977,1065,-238579,9955,-8178,-7107,221,-3701,-303616,-8448,-6197,-4396,-6587,-8167,-689865,-65037,-192787,-18403,-48345,1981,-57609,2711,-5756,-6808,-4766,-4466,easy
331668,73842,11598,10406,12437,14497,29309,24506,2073,-4145,-7397,10453,-280952,-56063,-9086,-3050,-10489,-10350,-316714,-48719,-9029,-8676,-10856,-13599,-310261,-35762,-80569,7344,-11159,57,1095,-5626,-3092,-367,-20803,-3249,difficult
748749,66233,10049,23491,8206,11660,11950,161999,-598,-8643,43488,11066,-138113,-5011,-4957,-9930,-257,-7294,-570168,133583,467,-13967,-3180,-6940,-150063,-432055,-167010,138594,-4359,5424,-1287,-4037,-43745,-2923,-18360,354,easy
292005,110508,3702,10347,11760,16804,-232330,-56034,16838,-1838,-9440,-15214,-274856,-102675,-2638,-8624,-8686,-13039,-41880,-88046,349,-6751,-10262,-14682,-42526,232976,-46641,14629,-19476,2987,-6786,1873,754,-1576,2175,-1643,difficult
1750065,202933,29230,37701,21639,19799,-1031125,196999,114694,-25514,-4750,1402,-1369417,-175535,-15427,-32162,-17273,-18140,-1629057,-190520,-8157,-32939,-16344,-17769,-338292,-259640,-372534,-14985,-130121,7270,-6648,-777,-12523,929,-19542,371,easy
110549,33561,3539,5155,4388,4104,135562,107672,24444,-1502,6954,2706,204421,88782,18811,20350,-1687,18666,44000,20831,13814,-1744,2231,2299,68859,-160421,-18890,-67951,-5633,-4997,21852,-22094,-8641,3918,15960,-16367,difficult
578542,298960,58853,40870,19806,13358,-393190,-219767,-56015,-36978,-14289,-7244,-428615,-296213,-58410,-39420,-19309,-12768,1268569,-26590,-8399,-10641,2894,25014,-35425,1697184,-76446,269623,-2395,50011,-2442,28779,-5020,22203,-5524,37782,easy
84299,24870,6926,1871,3690,3639,-69464,-17762,-5271,431,-1562,1629,34318,40690,-90,5482,-172,2100,-52921,37858,-5103,1736,-1592,2938,103782,-87239,58452,-2832,5181,-5013,5051,-3746,1390,-1420,471,838,difficult
1021421,322166,51751,17609,11547,14704,796352,-77012,-29296,-7194,13381,15767,-858450,-188586,-34624,-2357,12462,2771,-249085,-159120,-47231,-13407,7355,11903,-1654802,609365,-111574,29466,-5328,-12607,4837,-11050,-919,-5107,-12996,9132,easy
836839,123479,40288,12629,16386,13867,-198262,174414,62590,16410,-3695,-145,25196,259477,10493,41333,21846,10220,-724544,-34493,-34971,-8367,-13813,-10909,223458,-749740,85063,-293970,-52097,-45464,24923,-49700,25541,-35659,10365,-21129,difficult
1185012,373963,61428,41944,21596,38694,-283730,603597,262231,2401,10501,23153,-1150602,-366157,-51266,-34958,-19393,-37411,-882819,-240402,-2076,-27391,4892,-32768,-866872,267783,-969754,125755,-313497,49190,-37359,7567,-29894,24285,-60564,4643,easy
477885,169790,14872,11817,16740,13119,-233787,-6073,-4301,-3896,-9067,-6582,-373891,-115222,-13688,-5185,-12012,7821,-207339,-96799,1739,-700,-13675,1188,-140104,166552,-109149,18423,-9387,15427,-1289,4485,-2945,-1663,14403,-6633,difficult
740459,36694,31953,7840,6588,5781,1011216,921579,189495,8329,8217,18552,-698297,-15668,-27245,-4113,-2600,1186,-720703,-26175,-30639,-5295,-4690,3277,-1709513,-22406,-937247,-10507,-216740,-3394,-12442,-1182,-10817,-2090,-17366,2091,easy
350049,44286,10777,4698,5620,6303,-191136,220836,5547,1289,12280,16376,-56483,-31827,-8493,-1995,-3384,-2297,745045,13962,24479,7039,4372,4986,134653,801528,-252663,45789,-14040,32972,-3284,9034,-15664,7756,-18673,7283,difficult
598369,420202,31569,23036,15029,26927,-442224,-389099,-20063,-16728,-9657,-20789,-131887,-304534,-8163,-13145,-8133,-18526,341754,-284769,12990,34054,30334,10845,310337,473641,84565,19765,11900,21153,3583,47199,1524,38467,2263,29371,easy
84375,24372,11613,23311,15750,9631,195328,15437,8747,-13904,-13537,-6045,-28422,41343,-10098,-21653,-14133,-8119,2240355,847440,172423,3912,83024,42342,-223750,2268777,25906,806097,-18845,182521,-7749,25565,-596,97157,-2074,50461,difficult
1464719,283925,48243,93514,28541,28724,-1076610,521944,-15593,-82833,-24413,-22655,-177957,-35312,-16914,-21965,-24131,-19212,-1170479,-267957,-45077,-89851,-27138,-28036,898653,-992522,-557256,-232645,-1321,-28163,60868,-67886,282,-3007,3443,-8824,easy
248946,82196,17949,12636,4175,5864,-98384,-70055,-13839,-10622,-3009,-4939,-18142,-74241,-17166,-12321,-3099,-5236,1080296,298321,76531,56741,53173,9753,80242,1098438,-4186,372562,-3327,93697,-1699,69062,-90,56272,-297,14989,difficult
154208,41364,7394,6720,9010,7933,-29219,-18399,4056,-2204,-5240,-6459,1643919,40055,52417,3573,-3929,-1021,908207,247227,66258,12716,371,-2364,1673138,-735712,58454,207172,48361,13841,5777,9143,1311,4300,5438,-1343,easy
299297,97331,16276,9813,4685,4754,493880,489288,4852,117,16050,9867,-109474,-5153,3667,-7012,2732,-2566,-215040,-69094,-4712,-2785,-898,-1072,-603354,-105566,-494441,-63941,-1185,-8379,-7129,4227,-13318,-3630,-12433,1494,difficult
1278372,65893,10724,31744,9759,5633,-1051189,-39318,4990,-16926,-8149,-2619,-570857,481281,167032,107328,84393,112525,-275131,11761,-5220,-6169,4069,1177,480332,295726,520599,-469520,162042,-172252,124254,-113497,92542,-80324,115144,-111348,easy
287172,88833,40138,6324,11772,21772,372680,337867,40839,17979,19163,-2274,-174539,-30490,-29315,-5763,-10179,-19645,-248112,-69975,-39458,-5492,-10407,-20318,-547219,-73573,-368357,-39485,-70154,-10143,-23742,271,-29342,-228,-17371,-673,difficult
