delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
358051,38607,13033,3098,1544,2078,-218259,140084,-2333,10570,4553,4584,-169097,-15062,-5328,4753,-270,511,-350742,-32156,-12151,-76,386,2586,49162,-181645,-155146,-17094,-2995,-6823,-5817,-4829,-4823,656,-4073,2075,easy
8072,5250,9800,30639,6111,7307,3792,-290,-8942,7064,-1543,-2249,1723,5682,2123,19069,-1598,5158,15530,44322,5631,11765,-4471,9530,-2069,13807,5972,38640,11065,3508,12005,-7304,-55,-2873,7407,4372,difficult
63724,7382,4668,27736,3442,7680,-50705,1972,4921,93835,953,-3667,-53359,6701,-1178,-4804,6678,742,-55823,-1635,-3105,39668,6112,277,-2654,-2464,4729,-8336,-6099,-1927,-98639,44472,5725,-566,4409,-465,easy
98602,50076,46058,17225,5451,8299,-92151,-31770,-33825,29035,-1860,-1969,-95859,-37676,-29345,7342,-927,3830,-89506,-29139,-42866,42964,1733,2178,-3708,6353,-5906,8537,4480,-13521,-21693,35622,933,2660,5799,-1652,difficult
130962,57309,2758,3026,2662,1135,289734,14191,983,2295,-255,1860,-124725,-48359,-1971,-1755,-189,-33,-95349,-36798,-1465,-1782,-1874,-449,-414459,29376,-62550,11561,-2954,506,-4050,-27,66,-1685,-1893,-416,easy
365665,53753,10004,7869,4769,5608,-360897,-41042,-674,43394,-2063,2372,-363181,-43688,20538,71034,-2296,674,-362913,-43272,1791,36531,-133,2704,-2284,268,-2646,416,21212,-18747,27640,-34503,-233,2163,-1698,2030,difficult
145706,10668,1956,2166,1591,940,436301,39289,838,1799,21,1536,-128954,6811,8749,6270,921,1755,-6886,8817,-138,-466,421,809,-565255,122068,-32478,2006,7911,-8887,4471,-6736,900,-500,219,-946,easy
737163,123390,39773,16928,4653,15046,-672098,-81625,-38511,-11041,-3572,-12581,-481463,-109245,-34663,-14753,-1366,-12924,-722289,-109229,-36689,-14116,-4171,-13284,190635,-240826,-27620,16,3848,-2026,-3712,637,2206,-2805,-343,-360,difficult
180784,56769,5869,3581,2132,954,-135126,-37296,6527,-2298,-427,-347,90909,-42911,1298,-52,-410,352,-113686,10640,-4493,1437,2488,4643,226035,-204595,-5615,53551,-5229,-5791,2246,1489,17,2898,699,4291,easy
283665,52356,16046,34177,14254,14217,-269673,-44823,-13678,-28448,-7688,-10326,-281786,-48564,-1855,-12208,-473,-8126,-261096,-46485,-15038,4534,-8295,-9241,-12113,20690,-3741,2079,11823,-13183,16240,16742,7215,-7822,2200,-1115,difficult
80616,17798,7469,30427,3360,3214,-76624,-3648,2855,17160,1138,2096,-75193,-6814,263,29810,5159,8950,-67306,2481,10092,5651,18822,12233,1431,7887,-3166,9295,-2592,9829,12650,-24159,4021,13663,6854,3283,easy
114096,21209,7010,40176,6259,10186,-109349,-12873,37667,37079,-2451,-1609,-105570,-15387,-5482,-1545,3306,-4044,-110556,-9286,-560,3853,4159,-2578,3779,-4986,-2514,6101,-43149,4922,-38624,5398,5757,853,-2435,1466,difficult
11851,10205,14017,46068,4889,8342,4735,5510,-12576,16629,-2086,-2318,-5173,3941,35144,72880,-1175,4656,-8488,-5980,-11103,-27970,8860,441,-9908,-3315,-1569,-9921,47720,-46247,56251,-100850,911,10035,6974,-4215,easy
50659,20278,7253,19820,11245,7115,-42144,-17507,2188,-7213,-6412,3743,-44543,-8368,4767,60099,-8384,2453,-44769,-8549,-3989,6154,-2508,9105,-2399,-226,9139,-181,2579,-8756,67312,-53945,-1972,5876,-1290,6652,difficult
335576,51530,8003,9483,4430,6618,-327715,-45697,-6710,-8027,-3897,-5287,-328884,-45977,-4669,-6672,-2623,3488,-220112,-34269,-6112,-7358,-3886,-6088,-1169,108772,-280,11708,2041,-1443,1355,-686,1274,-1263,8775,-9576,easy
266908,54014,9839,7352,6155,6438,-103325,89603,1783,1491,-4513,1276,-262282,-51586,12455,9153,4602,-526,-176871,-38250,-9099,7054,-3899,-4440,-158957,85411,-141189,13336,10672,-21554,7662,-2099,9115,-8501,-1802,-3914,difficult
540517,69867,16505,8063,12526,9973,-483132,-48194,-15111,-6259,-10988,-8201,341813,-16061,5333,5517,3573,-4476,-521559,-26716,-10080,-6262,-7784,5551,824945,-863372,32133,-10655,20444,-15413,11776,-11779,14561,-11357,3725,10027,easy
627855,78586,8949,4408,2914,4289,-576867,-25260,-6877,-2318,-1492,-1665,-624336,-77952,-8845,-3382,-2165,-1279,-626014,-70126,-6804,-3067,1737,4498,-47469,-1678,-52692,7826,-1968,2041,-1064,315,-673,3902,386,5777,difficult
539680,39243,3808,13035,9362,7418,-399097,106450,4365,-5767,-5509,-4163,-357673,14684,9099,-10685,-7948,-5037,-476332,34542,32444,-3539,-3121,3602,41424,-118659,-91766,19858,4734,23345,-4918,7146,-2439,4827,-874,8639,easy
946397,52636,9435,43714,17543,14338,-943250,-45313,-6783,-16439,-11928,-7293,-940283,-43405,-6039,-25736,-14170,-151,-945156,-46962,-3524,17722,-12971,-3876,2967,-4873,1908,-3557,744,2515,-9297,43458,-2242,1199,7142,-3725,difficult
223515,60998,7691,10789,10721,5080,-3043,214314,3748,4936,-2918,1023,-208966,-50184,-5906,-9824,-10058,-3454,-214058,-56251,-6523,-9697,-8179,532,-205923,-5092,-264498,-6067,-9654,-617,-14760,127,-7140,1879,-4477,3986,easy
101603,15459,9158,15299,8379,5360,-89168,-9906,-221,17145,4904,6155,-95767,-7811,-7243,12622,-687,1995,-92559,-9913,9655,31160,2270,3730,-6599,3208,2095,-2102,-7022,16898,-4523,18538,-5591,2957,-4160,1735,difficult
36629,8925,4375,26931,1771,4995,-28351,4166,-2260,-11314,4509,594,-30955,5843,8073,-877,7189,6485,-32017,10472,11911,15161,3698,4620,-2604,-1062,1677,4629,10333,3838,10437,16038,2680,-3491,5891,-1865,easy
570627,40464,27850,12945,8686,9389,-462929,-15485,-14367,-666,-5422,-5442,-454317,38469,-784,59362,-5363,-5710,-544446,-18692,-27637,-10065,-6957,-7398,8612,-90129,53954,-57161,13583,-26853,60028,-69427,59,-1594,-268,-1688,difficult
209287,82167,1127,2768,1063,2585,-153162,-76560,-893,-2524,-819,-2225,-120971,-54324,2735,1261,4062,-1049,-197976,-63438,881,519,1703,1072,32191,-77005,22236,-9114,3628,-1854,3785,-742,4881,-2359,1176,2121,easy
104524,34459,14284,17755,9901,9428,-87028,-11384,-2274,127598,25180,26160,-79799,-24111,-2913,99587,14066,8558,-55784,-17958,-5392,37371,-4141,8350,7229,24015,-12727,6153,-639,-2479,-28011,-62216,-11114,-18207,-17602,-208,difficult
329402,21470,13083,27758,6282,14229,-325761,6184,40320,32784,23904,1040,-322241,-9296,-5368,12172,5489,-94,-276990,28565,12870,5159,6401,-7528,3520,45251,-15480,37861,-45688,18238,-20612,-7013,-18415,912,-1134,-7434,easy
54916,20822,5629,24332,5701,4083,-36065,-13027,13651,66233,-689,1611,-49099,-10812,6732,9819,7738,1359,665,14814,7917,4527,1073,3028,-13034,49764,2215,25626,-6919,1185,-56414,-5292,8427,-6665,-252,1669,difficult
65631,8001,4564,8208,2196,1895,-64403,-4185,-2501,26016,11241,9753,-54822,-1160,2234,36136,1125,2680,-61975,2625,-3589,-6349,6806,8103,9581,-7153,3025,3785,4735,-5823,10120,-42485,-10116,5681,-7073,5423,easy
63782,18607,7592,15219,5182,4133,-55010,18,13458,58434,9811,-110,-54621,-13604,11711,62159,3052,4568,-62621,-14625,-6786,1536,-1480,2597,389,-8000,-13622,-1021,-1747,-18497,3725,-60623,-6759,-4532,4678,-1971,difficult
262543,18996,9344,21606,3989,4350,-257232,-11437,-7878,-8574,906,3992,-253246,-11571,-6603,3405,-318,-650,34092,6715,-7675,-11607,-1418,1195,3986,287338,-134,18286,1275,-1072,11979,-15012,-1224,-1100,-4642,1845,easy
239344,34680,20040,37486,24014,27824,-236950,-29319,1579,32586,-16859,-21821,-235425,-26444,-5075,36597,-20524,-17296,-233307,-27270,-5680,13495,-19436,-16865,1525,2118,2875,-826,-6654,-605,4011,-23102,-3665,1088,4525,431,difficult
14760,6960,12484,30377,7378,9537,-7530,-2646,296,33184,1896,7505,-7903,-1955,-2893,6004,-4646,-1469,100479,19763,-11660,-15142,15067,-2264,-373,108382,691,21718,-3189,-8767,-27180,-21146,-6542,19713,-8974,-795,easy
803198,47815,25554,13545,9098,12225,1074294,256044,65198,47634,23062,33535,-790520,-24400,-20590,66173,7567,-3503,-744472,-25020,-18531,-7451,-806,-8771,-1864814,46048,-280444,-620,-85788,2059,18539,-73624,-15495,-8373,-37038,-5268,difficult
105169,20324,6254,15495,7801,5904,-103042,-15143,-5119,58081,4979,3001,-100828,-15297,11828,35811,841,-878,-86513,-9362,3993,9821,-5282,2737,2214,14315,-154,5935,16947,-7835,-22270,-25990,-4138,-6123,-3879,3615,easy
35124,25238,6523,17402,8354,10289,-24928,-13435,1939,43719,-1845,2967,-30015,-14750,-3909,-456,-4823,-804,-27514,-15588,-192,33618,-5088,9886,-5087,2501,-1315,-838,-5848,3717,-44175,34074,-2978,-265,-3771,10690,difficult
71819,38409,6384,20719,3289,7399,-71696,-36842,6781,18033,2501,10675,-53203,-31062,-2544,8517,2759,-3659,-53076,-34557,3068,25155,1378,2534,18493,127,5780,-3495,-9325,5612,-9516,16638,258,-1381,-14334,6193,easy
52849,21720,23782,28937,6169,5350,-36256,-17141,-9029,-3897,3664,4029,-33305,-17590,-20903,4799,-950,4186,-49455,-8948,-17500,-7616,23622,3596,2951,-16150,-449,8642,-11874,3403,8696,-12415,-4614,24572,157,-590,difficult
50803,14963,16576,44811,21111,14360,-47779,-4217,-4518,80852,-13111,-5375,-48329,-6660,-13061,22197,-14303,-8293,14224,17862,-4768,-37246,-15252,-11041,-550,62553,-2443,24522,-8543,8293,-58655,-59443,-1192,-949,-2918,-2748,easy
228746,37210,5142,11918,3849,3653,-226513,-33791,14861,47295,2142,1525,-215919,-31209,3895,16293,727,5084,-221315,-24145,1829,41133,2493,4274,10594,-5396,2582,7064,-10966,-2066,-31002,24840,-1415,1766,3559,-810,difficult
51282,13786,7350,29721,5168,5505,-48035,-7759,-1929,19549,-1222,2188,-46941,-6176,929,-6561,3253,3981,-45674,-7497,3129,-16445,-3224,7891,1094,1267,1583,-1321,2858,2200,-26110,-9884,4475,-6477,1793,3910,easy
154079,27474,9922,17998,7122,3653,-144817,-18338,1335,24109,-1472,3640,-144169,-17558,-5622,102386,876,7460,-140615,-20816,-7008,9111,-3996,1244,648,3554,780,-3258,-6957,-1386,78277,-93275,2348,-4872,3820,-6216,difficult
480688,40234,11601,6588,7015,6326,419898,64689,-1511,-4237,-5916,-4265,-465742,-33282,-948,-3820,-2521,-1961,-463984,-16318,-9288,2783,-255,-1110,-885640,1758,-97971,16964,563,-8340,417,6603,3395,2266,2304,851,easy
56404,7181,1499,2137,1359,3082,-46190,4508,1738,36747,3040,18664,-49199,-1961,12172,51292,6552,7965,-42564,13507,2354,68700,12536,9094,-3009,6635,-6469,15468,10434,-9818,14545,17408,3512,5984,-10699,1129,difficult
265897,19614,7636,6444,2815,2406,44196,42065,-3271,-5414,-1323,-527,-251212,-13333,-5206,-5747,-274,-754,-264198,-9980,-4612,-3085,189,9621,-295408,-12986,-55398,3353,-1935,594,-333,2662,1049,463,-227,10375,easy
299195,65971,8156,3576,1975,7295,241293,-32960,-2157,7374,-140,1239,-293879,-58512,-4284,-1807,421,7828,-199374,-34168,21221,974,1689,7224,-535172,94505,-25552,24344,-2127,25505,-9181,2781,561,1268,6589,-604,difficult
1144668,220206,17580,19428,15891,7887,-1121214,-202918,-7083,-9374,-6732,-756,-1136801,-216454,-10939,-18038,-13151,-2288,-657749,-163214,6336,-14036,-12470,-4079,-15587,479052,-13536,53240,-3856,17275,-8664,4002,-6419,681,-1532,-1791,easy
279842,90250,27946,6181,9489,10104,-214453,-78314,-25577,-5657,-8587,-9473,203092,-28954,-6224,899,-6816,-3226,-262146,-84505,-27140,-4176,-8218,-6649,417545,-465238,49360,-55551,19353,-20916,6556,-5075,1771,-1402,6247,-3423,difficult
45482,24987,4748,3580,3607,4896,-23340,-16998,418,46328,5346,5425,-37427,-17708,16713,43138,3416,3839,-41746,-11933,16959,57457,3620,1386,-14087,-4319,-710,5775,16295,246,-3190,14319,-1930,204,-1586,-2453,easy
32850,23489,6558,22949,5843,5094,-20218,-7824,-3701,7758,-1947,1780,-29929,-18258,6631,57119,-302,3560,-24306,-16963,-3728,45813,2125,4434,-9711,5623,-10434,1295,10332,-10359,49361,-11306,1645,2427,1780,874,difficult
1151516,78098,17196,22051,26386,15199,-1133212,-63100,-2323,38214,15780,-1554,-1146977,-70430,-13457,-4721,-16978,-8426,-1113711,46855,17056,27411,-16770,-12288,-13765,33266,-7330,117285,-11134,30513,-42935,32132,-32758,208,-6872,-3862,easy
43192,16967,11623,21243,6808,4043,-35694,-8392,-5882,37863,-3776,9751,-31220,-15009,-6764,70959,-2121,8193,-25871,-5962,-8886,28521,-2766,16962,4474,5349,-6617,9047,-882,-2122,33096,-42438,1655,-645,-1558,8769,difficult
42336,49515,7078,3242,1294,1647,889107,384068,29099,13677,8031,3653,-38943,-45615,11129,48915,10622,8314,-32900,-41230,-6301,67607,17008,9933,-928050,6043,-429683,4385,-17970,-17430,35238,18692,2591,6386,4661,1619,easy
259025,30617,4298,11733,2969,5725,-142028,-11504,-535,-5234,-1003,-3933,-251802,-18448,-2434,1609,1303,12350,-234564,30969,-3481,23506,-1112,826,-109774,17238,-6944,49417,-1899,-1047,6843,21897,2306,-2415,16283,-11524,difficult
430795,56127,8223,8883,3891,6017,-425389,-49233,5031,36544,-1351,-780,-421752,-50815,2902,50646,497,-122,-426692,-39343,-4395,13789,-875,-1772,3637,-4940,-1582,11472,-2129,-7297,14102,-36857,1848,-1372,658,-1650,easy
580843,14392,14134,16298,13885,5968,3656,296283,-2042,135197,27723,35196,-560183,-10983,-12839,27937,10830,8556,-394774,10370,-9895,-11986,-12179,-2999,-563839,165409,-307266,21353,-10797,2944,-107260,-39923,-16893,-23009,-26640,-11555,difficult
115758,65909,8552,9170,6990,4380,-63284,-55836,-6058,-6793,-6484,-4144,72165,-18546,-7853,-6179,-5957,-3049,-88711,-40281,3946,5917,23849,4699,135449,-160876,37290,-21735,-1795,11799,614,12096,527,29806,1095,7748,easy
55114,43971,11552,44201,4948,5071,-42964,-30014,-6361,15707,-494,-980,-39130,-37987,-8060,-7434,-1308,6833,94728,-3738,-3018,-34105,-3291,-2166,3834,133858,-7973,34249,-1699,5042,-23141,-26671,-814,-1983,7813,-8999,difficult
48827,44044,12958,15323,8419,8358,-47352,-39454,-8882,57642,-3890,-1588,-33608,-36061,163,36434,-1870,-3178,-39030,-42039,-12188,12581,-3552,-1921,13744,-5422,3393,-5978,9045,-12351,-21208,-23853,2020,-1682,-1590,1257,easy
37155,7724,4215,26620,10532,4902,-34340,3440,-1030,14325,-6954,60,-24768,7259,-163,-3246,-5082,-1117,-30686,2148,54,-2637,-2962,4123,9572,-5918,3819,-5111,867,217,-17571,609,1872,2120,-1177,5240,difficult
222685,48404,27511,6494,4224,5344,-163435,-30072,-26870,-5300,-3441,-3757,-167332,-27534,-20685,-4302,-3507,-4076,-216020,-46563,-25814,-5496,-3342,-4191,-3897,-48688,2538,-19029,6185,-5129,998,-1194,-66,165,-319,-115,easy
11480,4087,30873,50019,5551,11123,3076,-1547,-14127,63994,17858,206,-6984,7229,-20777,-12860,5918,-4683,-7180,473,-27798,-33220,5563,3220,-10060,-196,8776,-6756,-6650,-7021,-76854,-20360,-11940,-355,-4889,7903,difficult
153508,24383,6317,20672,3789,4668,-149431,-16874,5619,25735,1032,5071,-146426,-5569,345,39301,972,5416,-146452,-17361,4867,67433,1178,8023,3005,-26,11305,-11792,-5274,4522,13566,28132,-60,206,345,2607,easy
846539,301242,28442,7918,13287,7416,-698431,-270326,-24562,-2838,-9948,-6122,-837335,-286816,-24440,-5653,-11172,-2048,-289911,-215428,-20930,-3510,-3180,-3136,-138904,547424,-16490,71388,122,3510,-2815,2143,-1224,7992,4074,-1088,difficult
797283,104861,18891,10834,11792,3233,-473129,-52747,-14607,-4009,-6710,112,-730229,-99277,-18471,-8084,-10691,-1652,-734311,-99155,-16557,-7166,-5601,2920,-257100,-4082,-46530,122,-3864,1914,-4075,918,-3981,5090,-1764,4572,easy
494483,71304,10028,9155,7908,4688,2052559,-40530,-5721,-228,172,4301,-478374,-66527,-7767,-2866,-3783,3710,-465029,-15602,-6938,-5207,-5955,-3045,-2530933,13345,-25997,50925,-2046,829,-2638,-2341,-3955,-2172,-591,-6755,difficult
428354,38243,12572,18300,3804,7940,-420535,-12715,26302,143630,764,-765,-426823,-32546,8510,26878,212,-927,-423460,-30836,5949,19407,-2514,-822,-6288,3363,-19831,1710,-17792,-2561,-116752,-7471,-552,-2726,-162,105,easy
626484,51611,15497,22078,7748,9419,-621903,-43966,21733,7045,37322,12407,-618232,-33501,17938,7985,-3631,4924,-616055,-25429,594,14823,3707,4168,3671,2177,10465,8072,-3795,-17344,940,6838,-40953,7338,-7483,-756,difficult
874916,323980,104084,153835,15932,28817,-814384,-276036,-102179,-145686,-14005,-27438,-834936,-308815,-101334,-114517,-13771,-23170,-333279,-278198,-100483,-150532,-14786,-26742,-20552,501657,-32779,30617,845,851,31169,-36015,234,-1015,4268,-3572,easy
785494,72892,8795,24141,21084,12717,-354113,-25772,-5126,-21663,-17968,-10873,-748903,-70595,-5591,-21818,-19185,-10187,-777057,-66390,-8086,-23017,-19248,-11328,-394790,-28154,-44823,4205,-465,-2495,-155,-1199,-1217,-63,686,-1141,difficult
206299,23672,2763,2231,2534,2365,-45151,44471,482,-857,-1008,-1190,-198466,-19541,-740,1954,682,4819,192292,209046,44742,32865,8463,17939,-153315,390758,-64012,228587,-1222,45482,2811,30911,1690,7781,6009,13120,easy
93952,46252,12096,13282,5963,10688,-86729,-34961,-10275,57229,1849,3096,-90068,-41821,341,16908,1501,-5778,-91734,-27379,9791,58750,553,2402,-3339,-1666,-6860,14442,10616,9450,-40321,41842,-348,-948,-8874,8180,difficult
7103,10181,7852,33109,9315,11138,-5205,780,-3114,12133,-7607,-6092,10208,234,4547,14305,-5987,-5105,3427,-3337,7455,-6943,-4984,-675,15413,-6781,-546,-3571,7661,2908,2172,-21248,1620,1003,987,4430,easy
485392,46520,9638,25101,11035,10988,1105896,416245,10010,-499,11832,24007,-481984,-43732,-7594,-20806,-9769,-8472,-483987,-31844,-7885,-19924,-5638,-597,-1587880,-2003,-459977,11888,-17604,-291,-20307,882,-21601,4131,-32479,7875,difficult
1159080,75092,25386,17012,18338,7649,-645441,-22077,-15240,7755,-9279,-1217,-1066228,-59173,-21101,-11746,-16090,-4724,-1086510,-63200,-23136,-15527,-16128,-7039,-420787,-20282,-37096,-4027,-5861,-2035,-19501,-3781,-6811,-38,-3507,-2315,easy
336478,56535,6296,5305,4673,1935,-283360,-29652,-2051,-5103,-4072,-1674,1447380,46779,26112,2477,6136,3549,-271341,-35145,10990,338,-1903,57,1730740,-1718721,76431,-81924,28163,-15122,7580,-2139,10208,-8039,5223,-3492,difficult
31540,9900,5495,16277,13067,7813,-31138,-216,8424,22201,-8780,-2517,-27535,10839,-1321,1002,-4576,4097,-17307,-3243,160,-5098,-9501,-2825,3603,10228,11055,-14082,-9745,1481,-21199,-6100,4204,-4925,6614,-6922,easy
109944,17523,7947,10124,2268,1781,1060021,31901,-47,-5304,476,-802,-91011,1851,-6374,-7175,929,4477,-105805,-7422,-5271,-2982,2149,2745,-1151032,-14794,-30050,-9273,-6327,1103,-1871,4193,453,1220,5279,-1732,difficult
7442,15411,7991,54168,5883,6735,-3856,3130,-1336,-29939,232,-2234,-3417,-1762,-4490,-5340,117,1008,314365,-6451,-5954,-45982,-5009,-5638,439,317782,-4892,-4689,-3154,-1464,24599,-40642,-115,-5126,3242,-6646,easy
243419,22982,8078,3170,3766,3374,-232151,-9084,22391,79521,-2205,1483,493200,225842,2307,16918,-207,4855,-232426,-17967,-4133,-857,-3469,-2816,725351,-725626,234926,-243809,-20084,-6440,-62603,-17775,1998,-3262,3372,-7671,difficult
98992,29434,2860,18472,3600,4434,-95620,-23552,-1533,3339,4333,2865,-14149,31430,9641,48653,-2388,7598,-55245,-17447,54,-17081,-3349,-3967,81471,-41096,54982,-48877,11174,-9587,45314,-65734,-6721,-961,4733,-11565,easy
272473,84363,14659,32534,7708,11551,-206172,-60474,-2869,28825,57235,3943,-264940,-83549,9254,15951,706,-5121,-266309,-72865,-10417,7417,-656,-5889,-58768,-1369,-23075,10684,12123,-19671,-12874,-8534,-56529,-1362,-9064,-768,difficult
54867,15662,4796,26539,7351,5981,-49684,4679,97014,13394,-2998,-1636,-50097,-5491,-389,10398,-2143,-217,-46723,-10580,-3311,-19314,-1785,6354,-413,3374,-10170,-5089,-97403,-2922,-2996,-29712,855,358,1419,6571,easy
371808,82801,10031,4602,4716,4072,149828,-54368,-5794,-4249,-3051,-2271,-365518,-72030,-9578,-3904,-4214,-659,-79989,-16673,8815,6502,1526,-716,-515346,285529,-17662,55357,-3784,18393,345,10406,-1163,5740,1612,-57,difficult
73547,34863,4418,21728,5288,6881,-68254,-30525,1055,15613,-3717,287,-61994,-24724,2218,11465,3805,2427,-33083,-7729,-263,-9706,-181,-2342,6260,28911,5801,16995,1163,-2481,-4148,-21171,7522,-3986,2140,-4769,easy
124629,26138,3046,5201,5262,5834,779317,147822,6872,14506,8339,-2734,1363690,208981,112985,14444,23984,14449,-119169,-12627,558,-2750,-2392,-2630,584373,-1482859,61159,-221608,106113,-112427,-62,-17194,15645,-26376,17183,-17079,difficult
4204,8797,12487,46233,4484,6858,8499,3939,-9578,2776,4876,68,-298,-1772,-10716,-34323,6689,2518,21009,1292,-7365,-19423,12112,2013,-8797,21307,-5711,3064,-1138,3351,-37099,14900,1813,5423,2450,-505,easy
81623,44270,17909,4502,10235,3329,7212,379,-16280,-1110,-9138,1353,-76260,-34004,-14484,-1530,-5814,-746,438964,155469,12905,47183,21589,25184,-83472,515224,-34383,189473,1796,27389,-420,48713,3324,27403,-2099,25930,difficult
69505,21732,7077,18764,8559,2798,-62715,-5719,70228,65554,10917,7184,-66782,-7488,6707,26205,-4211,6073,-60910,-17219,1582,43990,-6284,6068,-4067,5872,-1769,-9731,-63521,-5125,-39349,17785,-15128,-2073,-1111,-5,easy
544664,98027,24579,35032,16078,8977,-455222,-75009,-24224,-33681,-15554,-8497,-535794,-93537,-21004,-34060,-15134,-7213,-541215,-81929,-23735,-34240,-14105,-2232,-80572,-5421,-18528,11608,3220,-2731,-379,-180,420,1029,1284,4981,difficult
178232,63707,17581,11039,10611,6290,-164516,-31989,-2122,62351,-4539,-459,-172401,-61560,-5153,20664,-2964,-780,-133032,-41242,-9061,11937,-5132,4135,-7885,39369,-29571,20318,-3031,-3908,-41687,-8727,1575,-2168,-321,4915,easy
216349,31971,12762,10314,1973,5533,-174121,-19585,-12413,-9303,-183,-4749,-205756,-24578,-12413,-7939,1569,-1097,152822,20658,-4,5386,3584,2485,-31635,358578,-4993,45236,0,12409,1364,13325,1752,2015,3652,3582,difficult
723995,102803,14868,19827,8124,10603,-710090,-97939,-11325,-11903,-2602,5364,-719891,-92583,-6733,-4206,611,4156,-612581,-58281,-2097,-11777,-743,6104,-9801,107310,5356,34302,4592,4636,7697,-7571,3213,-1354,-1208,1948,easy
89982,15845,3579,1937,1236,1591,6493,-10260,1766,665,434,368,1271996,142862,34834,47726,3947,9640,-82763,-9055,-911,2385,2060,8871,1265503,-1354759,153122,-151917,33068,-35745,47061,-45341,3513,-1887,9272,-769,difficult
7368,5379,16558,56964,6974,7392,-4769,3031,-2162,-19100,-178,-2421,-2800,12343,3217,-8816,1992,1765,-976,2528,-15278,-54910,-2840,15299,1969,1824,9312,-9815,5379,-18495,10284,-46094,2170,-4832,4186,13534,easy
106912,62838,29144,9610,6425,3548,27973,-21940,-26685,-8399,-6125,-2632,-83383,-50943,-26723,-4919,-3951,-301,-80736,-43234,-28461,-9365,-4997,-1368,-111356,2647,-29003,7709,-38,-1738,3480,-4446,2174,-1046,2331,-1067,difficult
65796,15494,5162,16354,6907,6639,-57692,-7951,2575,28141,354,7853,-61353,-3289,-1477,16404,-2355,3822,-38636,5539,-2593,551,4009,-2236,-3661,22717,4662,8828,-4052,-1116,-11737,-15853,-2709,6364,-4031,-6058,easy
676164,49452,18967,4455,9842,4000,-405109,-30075,-15132,-2862,-8860,-2483,-666406,-43067,-16689,-2472,-8533,-2596,-632395,24907,-10019,9190,-6919,10628,-261297,34011,-12992,67974,-1557,6670,390,11662,327,1614,-113,13224,difficult
