delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
114222,28248,3734,11967,4326,8901,-43167,-13551,-3282,-6245,-3148,-6851,-111218,-16678,7753,-6556,20419,6014,189584,382875,9238,-4260,4605,4819,-68051,300802,-3127,399553,11035,1485,-311,2296,23567,-15814,12865,-1195,easy
457815,134582,41193,10336,5638,3098,-431470,-128915,-38071,-6650,-4634,-2410,148212,163451,-1324,-3699,7128,2836,-133340,-87758,-28960,-6372,-1948,-1353,579682,-281552,292366,-251209,36747,-27636,2951,-2673,11762,-9076,5246,-4189,difficult
175743,37366,1069,9369,15239,12344,-164802,-31875,2735,5569,-8194,-2109,-74325,-21391,9180,-6344,-12124,-9770,1511156,-20114,19847,-6166,-5984,-634,90477,1585481,10484,1277,6445,10667,-11913,178,-3930,6140,-7661,9136,easy
190116,156221,15040,19964,4076,7362,1172469,-3285,16365,-3118,6538,-3633,-152550,-110549,-4533,-13632,1838,-5127,190528,-134358,17623,-17104,606,-4752,-1325019,343078,-107264,-23809,-20898,22156,-10514,-3472,-4700,-1232,-1494,375,difficult
1029774,358094,108196,71225,58816,23135,-78052,-206287,-39654,-66061,-54011,-19176,-681759,-346153,-103794,-70534,-57714,-22541,506108,-259406,-101232,-56268,-57272,-19462,-603707,1187867,-139866,86747,-64140,2562,-4473,14266,-3703,442,-3365,3079,easy
1193469,457881,95164,31014,16786,19201,-435481,-418574,-88159,-18675,-9602,-16654,-473517,-342686,-88606,-7644,-11288,-9585,-1024136,-432712,-90850,-29448,-13111,-18185,-38036,-550619,75888,-90026,-447,-2244,11031,-21804,-1686,-1823,7069,-8600,difficult
22614,20682,12492,21624,12264,7159,315377,53734,8933,-1360,-8353,-4575,-13139,-5511,-2245,-5361,-1905,-2275,48410,-12863,-10948,-20009,-10453,-4786,-328516,61549,-59245,-7352,-11178,-8703,-4001,-14648,6448,-8548,2300,-2511,easy
975102,308082,71235,51117,41298,28501,-821109,-300055,-67153,-48334,-37675,-24079,-314512,-224709,-54570,-29915,-37368,-23278,-837671,-285011,-35630,-43957,-35385,-21451,506597,-523159,75346,-60302,12583,18940,18419,-14042,307,1983,801,1827,difficult
836707,569144,54672,38532,23856,11159,1391677,385530,23901,4779,4383,17383,330518,-495633,-17684,-26016,-18578,-4673,-208201,-532538,-40160,-18452,-12366,-8374,-1061159,-538719,-881163,-36905,-41585,-22476,-30795,7564,-22961,6212,-22056,-3701,easy
56375,25439,9825,6170,6302,4171,822226,35470,10101,7115,16358,11631,13382,-7430,-6765,-4804,-4437,-333,-53010,17301,-8027,6618,-1699,3427,-808844,-66392,-42900,24731,-16866,-1262,-11919,11422,-20795,2738,-11964,3760,difficult
302794,9911,9906,5259,6142,4533,-814,33535,-5822,-383,-1786,848,-294950,4150,-9369,18396,-1527,3162,-286809,-1357,-6931,15190,-3988,2260,-294136,8141,-29385,-5507,-3547,2438,18779,-3206,259,-2461,2314,-902,easy
727194,36662,26261,8219,6201,9849,-724309,-27549,-20392,7810,2166,1723,-724138,-31415,-16087,9002,1583,5161,-723528,-33908,-24577,133,11031,14592,171,610,-3866,-2493,4305,-8490,1192,-8869,-583,9448,3438,9431,difficult
581804,79449,16419,11383,6134,5879,-564837,-43640,1202,3200,28997,1975,-570508,-63263,-5103,6335,16346,8500,-487077,-69128,-13041,-10042,-2130,-3450,-5671,83431,-19623,-5865,-6305,-7938,3135,-16377,-12651,-18476,6525,-11950,easy
297376,50767,12679,3991,5989,3942,212012,39068,-5193,253,9059,2613,-22896,-21522,3484,-2589,1096,7291,-288846,-21536,-9929,13375,8083,9767,-234908,-265950,-60590,-14,8677,-13413,-2842,15964,-7963,6987,4678,2476,difficult
598891,209133,50248,14159,13714,12870,853066,625885,-14228,39966,15666,2927,-112103,-95618,-25203,-1708,-11117,-8491,-417102,-190828,-45438,-8536,-13086,-11956,-965169,-304999,-721503,-95210,-10975,-20235,-41674,-6828,-26783,-1969,-11418,-3465,easy
777876,389160,25364,22427,20216,16774,-305257,-355743,-18821,-15510,-15400,-9034,-707535,-340169,-12507,-4403,67134,6406,219325,456673,54654,1757,68134,102892,-402278,926860,15574,796842,6314,67161,11107,6160,82534,1000,15440,96486,difficult
344724,213520,4604,13087,10084,15323,-273132,-193995,6070,-10516,-7728,-9969,-332838,-199505,6637,-3711,-1374,-7437,-327844,-197010,7683,-2339,-6526,-9553,-59706,4994,-5510,2495,567,1046,6805,1372,6354,-5152,2532,-2116,easy
92781,43357,9197,8746,8807,7276,-10319,-26925,-8896,-8373,-8386,-5546,-86823,-30221,-3637,2174,-874,7340,-90454,-31925,7012,-888,-1080,24692,-76504,-3631,-3296,-1704,5259,10649,10547,-3062,7512,-206,12886,17352,difficult
21133,19514,6483,6243,3373,6229,-16467,-16323,6511,8784,1094,5629,-14340,-6838,-4119,-1853,-116,-1590,509202,23056,-573,-2941,457,5087,2127,523542,9485,29894,-10630,3546,-10637,-1088,-1210,573,-7219,6677,easy
547985,398981,77428,29192,17277,23017,1122375,-241037,-51354,-16601,-11909,-13673,-331167,-392060,-76422,-28184,-14997,-21151,-301411,-368252,-60860,-9205,-14189,-14388,-1453542,29756,-151023,23808,-25068,15562,-11583,18979,-3088,808,-7478,6763,difficult
104346,22520,5791,14676,6796,3714,-94821,-6950,-2760,12194,-568,5234,-101700,-10893,-1291,-11875,4694,11383,-56653,-5287,-3721,-13452,-4464,-1758,-6879,45047,-3943,5606,1469,-2430,-24069,-1577,5262,-9158,6149,-13141,easy
225097,78087,6344,7346,3984,4679,-28788,-72342,-4369,-3462,-284,-1293,399766,524514,19105,44644,61999,32381,-155660,-54282,-3898,-3128,-793,6648,428554,-555426,596856,-578796,23474,-23003,48106,-47772,62283,-62792,33674,-25733,difficult
446528,78739,11196,10572,16776,9540,873162,81109,124208,11250,58721,41727,-196327,-23841,55045,11525,-6230,9781,723859,185340,61780,31464,5630,23432,-1069489,920186,-104950,209181,-69163,6735,275,19939,-64951,11860,-31946,13651,easy
449717,82578,27967,24552,15303,15159,-103993,-30969,-7132,5414,-8478,-7638,-422152,-62336,-19998,-9318,-3699,1478,693461,-30080,-10383,17273,689,5041,-318159,1115613,-31367,32256,-12866,9615,-14732,26591,4779,4388,9116,3563,difficult
159406,14232,7885,5113,5713,7109,-156023,-4107,-173,2301,468,-831,-154215,-6128,-3079,21407,-939,444,-151808,-11698,-7119,-2797,-3640,-5497,1808,2407,-2021,-5570,-2906,-4040,19106,-24204,-1407,-2701,1275,-5941,easy
161938,76765,39584,7749,26367,13155,-155585,-71386,-35775,-4339,-24157,-7304,-156983,-58163,-35660,3842,-22490,-8391,-157646,-69090,-33716,-4792,-22974,-6450,-1398,-663,13223,-10927,115,1944,8181,-8634,1667,-484,-1087,1941,difficult
901335,123708,20452,28614,26935,12984,-626660,-85875,-4161,-26448,-24765,-11541,-715105,-78225,-13835,-26237,-24685,-11165,-777077,-88615,-6414,-20331,-20507,-10930,-88445,-61972,7650,-10390,-9674,7421,211,5906,80,4178,376,235,easy
268639,131679,17943,20000,13314,11503,-266648,-128256,-17427,-13535,-12348,-8609,-266182,-123150,-9542,-4963,-9007,-6252,-266182,-123150,-9542,-4963,-9007,-6252,466,0,5106,0,7885,0,8572,0,3341,0,2357,0,difficult
448610,38692,5010,3445,3620,3442,347596,145745,47689,22832,17143,19888,-197252,50854,37561,16835,1465,31443,-293259,-21998,-4091,-1569,-2351,-1728,-544848,-96007,-94891,-72852,-10128,-41652,-5997,-18404,-15678,-3816,11555,-33171,easy
253484,79815,14668,21481,16475,21768,26227,-36800,-4958,-17718,-3089,-9739,-205028,-64001,-13434,-19821,-13560,-19014,-242963,-53792,-4174,-9128,-11629,-14420,-231255,-37935,-27201,10209,-8476,9260,-2103,10693,-10471,1931,-9275,4594,difficult
535024,133996,61860,9571,23737,13678,-532973,-132771,-59366,-4276,-20080,-9990,-534541,-119877,-59904,-4725,-16008,1225,-529575,-121922,-58872,-2158,-15651,2232,-1568,4966,12894,-2045,-538,1032,-449,2567,4072,357,11215,1007,easy
242742,113509,11501,36475,5601,4456,-231372,-107643,-8870,-27466,5267,3828,-211752,-104875,-9478,-29940,-2197,8335,-217438,-87809,-4403,-23370,5469,29508,19620,-5686,2768,17066,-608,5075,-2474,6570,-7464,7666,4507,21173,difficult
421134,90973,54656,44417,17212,17867,-411273,-63091,-49032,-13114,-14340,-14475,-418018,-79577,-46741,-33251,-11605,-11606,-333000,-67453,-46742,-41838,-12567,-12134,-6745,85018,-16486,12124,2291,-1,-20137,-8587,2735,-962,2869,-528,easy
56565,12056,5622,7681,5649,4417,-45602,3719,5858,-88,1199,8985,-50002,-6087,1348,2977,-239,5709,-46885,-5297,-3131,-1404,-1256,5454,-4400,3117,-9806,790,-4510,-4479,3065,-4381,-1438,-1017,-3276,-255,difficult
1421178,267046,61440,23631,24860,7134,-800984,174529,-41690,-8965,-9445,4064,-1278327,-246409,-54745,-18749,-22230,-3474,-1248277,-241656,-52458,-14738,-21928,-4186,-477343,30050,-420938,4753,-13055,2287,-9784,4011,-12785,302,-7538,-712,easy
33606,14111,9617,13855,6399,4683,-27224,-8235,-6240,-3322,-2934,8358,-21320,-9896,-7908,-10309,1261,2949,-22545,1467,-5772,-9354,3469,1889,5904,-1225,-1661,11363,-1668,2136,-6987,955,4195,2208,-5409,-1060,difficult
87383,79184,36556,25188,11276,8091,-32906,-55592,-34547,-11021,-8121,-3287,330370,-7067,77473,-16265,2473,-1668,1639156,26293,11406,-10200,-1093,1072,363276,1308786,48525,33360,112020,-66067,-5244,6065,10594,-3566,1619,2740,easy
179158,80680,19826,11666,5320,12337,-157531,-73388,-14504,-7277,-3163,-10256,38044,-41019,5209,3890,-2429,-3466,-156878,-70628,-16806,-8914,-3025,-10298,195575,-194922,32369,-29609,19713,-22015,11167,-12804,734,-596,6790,-6832,difficult
1342023,191155,51156,30188,10634,13793,-713433,-106548,-37836,-22366,-6575,-6870,253506,-130286,-25400,12031,-1064,-5871,-354428,-54525,-28536,-14769,-3707,-5036,966939,-607934,-23738,75761,12436,-3136,34397,-26800,5511,-2643,999,835,easy
159153,16275,12621,13833,5565,9187,-23510,37820,-11635,-13001,-3055,-7009,-156278,-4236,-6492,-647,6054,-4347,314457,-1466,-10712,-7203,95,5943,-132768,470735,-42056,2770,5143,-4220,12354,-6556,9109,-5959,2662,10290,difficult
713500,283158,40487,17674,11905,10248,246457,-254893,-30958,-14566,-6443,-6066,1617669,643974,25782,28791,39064,4404,-654736,-275581,-31815,-16960,-10260,-8535,1371212,-2272405,898867,-919555,56740,-57597,43357,-45751,45507,-49324,10470,-12939,easy
159522,27473,11226,5675,5420,9294,311817,9008,-9355,5320,695,999,-55572,-4034,-7950,-2330,-4890,-7864,288503,42323,-9775,11041,1900,-1950,-367389,344075,-13042,46357,1405,-1825,-7650,13371,-5585,6790,-8863,5914,difficult
1037241,463178,60842,22404,105958,53800,-984650,-451469,-56261,-21206,-97323,-50861,-1018320,-454421,-54997,-13743,-99767,-38538,-927491,-452523,-56326,-20502,-104948,-51948,-33670,90829,-2952,1898,1264,-1329,7463,-6759,-2444,-5181,12323,-13410,easy
109919,32219,22371,14635,11078,6999,-99256,-23831,-14344,2567,-4891,132,-36638,16094,-20106,-11298,-8931,-3344,-96033,-10170,-21925,-11431,-6447,-1696,62618,-59395,39925,-26264,-5762,-1819,-13865,-133,-4040,2484,-3476,1648,difficult
41238,26904,7669,12577,10949,7279,-18135,-15269,7975,-11526,-4678,-750,63740,-4277,-5310,-9857,-7746,-4948,-9710,-12828,-1577,-9691,-7708,-4488,81875,-73450,10992,-8551,-13285,3733,1669,166,-3068,38,-4198,460,easy
7243,11789,13877,9046,11138,7538,-69,-424,-11349,-3078,-6327,-3184,23973,3164,-10918,1834,-6173,-442,1738,-4835,-8846,-1567,-3003,-2531,24042,-22235,3588,-7999,431,2072,4912,-3401,154,3170,2742,-2089,difficult
106116,76451,5442,3833,4467,3071,-100054,-52214,949,4126,-1924,9724,175960,339950,17811,6225,17486,30798,288073,-23327,583,-449,3740,-330,276014,112113,392164,-363277,16862,-17228,2099,-6674,19410,-13746,21074,-31128,easy
19203,9844,6489,6198,6740,8332,-16181,-3999,2907,-1522,-2046,7668,-10963,-1790,4270,-4061,-2639,2894,299230,5337,-4751,8476,-239,17881,5218,310193,2209,7127,1363,-9021,-2539,12537,-593,2400,-4774,14987,difficult
12338,22632,17725,6818,8393,5865,1873,-13406,3234,2617,-1348,-3358,22068,13109,-12000,3990,-3715,1817,-7864,-16008,-13830,1415,-6226,3202,20195,-29932,26515,-29117,-15234,-1830,1373,-2575,-2367,-2511,5175,1385,easy
320807,48167,23695,8047,7240,11497,-314137,-26753,-2014,10023,-3786,2886,-319058,-28569,-19742,-3585,-4073,6489,-274095,-28618,-19007,-4034,1593,-3161,-4921,44963,-1816,-49,-17728,735,-13608,-449,-287,5666,3603,-9650,difficult
449327,69757,47604,35651,7614,8267,-224857,-35099,-44042,-31460,-6205,-6073,268754,-42162,383,4072,5121,-1282,175135,-7631,-19667,-30887,-4662,-4304,493611,-93619,-7063,34531,44425,-20050,35532,-34959,11326,-9783,4791,-3022,easy
277178,26237,7897,9890,6431,5492,-272194,-18298,-156,-2889,962,4785,-266981,-24093,-5770,1704,5589,4573,-266903,-20597,-3782,-2910,-3775,-2203,5213,78,-5795,3496,-5614,1988,4593,-4614,4627,-9364,-212,-6776,difficult
1436373,167532,91871,59582,37500,17042,108127,923115,249012,30378,62211,9991,-934662,-91761,-78513,-22428,12831,-6092,-1357206,-79114,-75215,-50181,-35489,-15243,-1042789,-422544,-1014876,12647,-327525,3298,-52806,-27753,-49380,-48320,-16083,-9151,easy
333129,205228,23318,16220,10587,12488,-329602,-201786,-13740,-14005,-4477,-7423,-320820,-201268,-21879,-4664,-7908,-5395,-322360,-201144,-21424,-4382,-6749,-3091,8782,-1540,518,124,-8139,455,9341,282,-3431,1159,2028,2304,difficult
39556,20743,5754,5135,5587,6428,-35631,-9010,-2072,9583,-361,866,-35596,-13791,240,-2591,2812,2645,16459,-5016,5389,7089,-3151,-4104,35,52055,-4781,8775,2312,5149,-12174,9680,3173,-5963,1779,-6749,easy
210732,40354,12275,17491,6393,12713,1484300,205410,895,-7492,47688,10607,495221,126044,24194,-11344,987,-632,-191340,-36943,-1243,-12290,1844,-5341,-989079,-686561,-79366,-162987,23299,-25437,-3852,-946,-46701,857,-11239,-4709,difficult
540724,82178,25600,16440,17191,11491,-467446,-50952,-22486,-11258,-15750,-9430,-192969,98601,-2221,-8361,-7497,-1189,-522733,-76065,-23479,-16135,-17000,-11230,274477,-329764,149553,-174666,20265,-21258,2897,-7774,8253,-9503,8241,-10041,easy
68180,51216,13284,13437,5912,6502,-46652,-19230,-6178,-4580,3375,-1532,38627,68180,175183,339173,113455,139286,1063919,-5236,-7582,285,436,-3049,85279,1025292,87410,-73416,181361,-182765,343753,-338888,110080,-113019,140818,-142335,difficult
39794,8717,11026,6845,6945,9089,-17947,-7160,-8168,3281,-3150,-2696,-26886,9525,-6731,3884,-5225,-2494,-33654,17601,-2264,-3883,-1127,-2715,-8939,-6768,16685,8076,1437,4467,603,-7767,-2075,4098,202,-221,easy
975013,92424,15235,6819,6776,7266,-426782,-39223,-9306,-2028,9514,10123,-972761,-85381,-8476,-2818,1305,-1997,-775351,-78436,-595,-999,329,3543,-545979,197410,-46158,6945,830,7881,-790,1819,-8209,-976,-12120,5540,difficult
859691,210912,39587,15680,14159,14594,-32861,-59501,-24470,3233,21339,-1176,-848857,-196691,-36091,-4671,43,4480,-849324,-198893,-29622,-13547,-7434,7632,-815996,-467,-137190,-2202,-11621,6469,-7904,-8876,-21296,-7477,5656,3152,easy
136153,15466,6254,5058,2330,3976,657536,123327,13313,-2424,9327,26227,290458,13455,4567,-967,5337,-456,-67153,21075,7567,3664,2885,7045,-367078,-357611,-109872,7620,-8746,3000,1457,4631,-3990,-2452,-26683,7501,difficult
