delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
9132,29158,13291,7034,15722,13282,-6968,5492,-7637,209,-7732,-1933,2919,10903,-10398,-334,-3560,-5919,757,-10967,-2322,42922,-3587,1371,9887,-2162,5411,-21870,-2761,8076,-543,43256,4172,-27,-3986,7290,easy
35890,14959,6258,15329,8594,43732,-3141,24314,-5148,-9310,-4621,-34516,105835,33873,21859,116558,4985,-29144,-27687,-10510,11257,61358,14767,20602,108976,-133522,9559,-44383,27007,-10602,125868,-55200,9606,9782,5372,49746,difficult
56179,40980,5352,9877,2982,6361,-42539,-29444,6567,130,4460,-314,-52673,-23181,7735,5873,3807,3072,-46514,-12054,6701,20126,48599,6784,-10134,6159,6263,11127,1168,-1034,5743,14253,-653,44792,3386,3712,easy
410563,150345,26683,40345,18409,49687,-273260,-121571,-18992,-29757,-15150,-42156,-362604,-143689,-24809,-36931,-17011,-45079,-379724,-142931,-16792,-22914,3290,-8936,-89344,-17120,-22118,758,-5817,8017,-7174,14017,-1861,20301,-2923,36143,difficult
51499,20615,6056,5597,5832,7832,-25615,42341,-155,-418,4515,9823,59065,5681,-2730,1370,-1468,-4732,-25282,-15184,3706,41553,45432,4147,84680,-84347,-36660,-20865,-2575,6436,1788,40183,-5983,46900,-14555,8879,easy
19865,24632,13249,4320,5390,12087,9,3810,-2753,25418,-476,21129,-14181,-19280,-787,7341,3250,12136,109172,20854,-8939,-1646,-2924,-6558,-14190,123353,-23090,40134,1966,-8152,-18077,-8987,3726,-6174,-8993,-18694,difficult
944691,454784,202624,54457,137779,78956,-766051,-389567,-151060,-50687,-99119,-71505,-313216,-130132,-175828,14477,-91837,-52024,-751199,-309698,-180849,-9944,-132973,-73444,452835,-437983,259435,-179566,-24768,-5021,65164,-24421,7282,-41136,19481,-21420,easy
355376,40346,10863,6356,7713,19596,-349162,-35507,-1255,6707,-5463,-12448,-315685,6166,18826,-3043,6880,10061,-348739,-38898,-2506,5414,-1782,17534,33477,-33054,41673,-45064,20081,-21332,-9750,8457,12343,-8662,22509,7473,difficult
12459,15660,11044,7411,4897,11366,-321,8598,-9893,-4002,10488,-7607,35803,71723,-8277,-451,-114,-6399,-286,-2133,10996,15558,7649,-3866,36124,-36089,63125,-73856,1616,19273,3551,16009,-10602,7763,1208,2533,easy
17429,11965,5556,4831,3394,12428,-1306,11844,11161,8032,2041,8725,1175778,154179,64895,2614,2544,10244,-6616,8943,-3201,2432,1778,4070,1177084,-1182394,142335,-145236,53734,-68096,-5418,-182,503,-766,1519,-6174,difficult
68283,20745,5875,10181,3848,35109,20480,16434,-1180,-5250,873,-27168,-39393,3682,19773,-64,3517,-22677,205573,-13944,-4036,-9289,-1495,-27802,-59873,244966,-12752,-17626,20953,-23809,5186,-9225,2644,-5012,4491,-5125,easy
690745,36744,22871,5423,21706,22865,-461879,75948,-4105,7390,-15214,-3174,620850,170715,-19687,3361,-14637,-5187,-676216,-25872,-14913,5694,-13325,2235,1082729,-1297066,94767,-196587,-15582,4774,-4029,2333,577,1312,-2013,7422,difficult
27055,13072,9150,32900,11052,22100,217980,54624,15186,61969,-2151,27487,-24130,-11140,-3505,-28402,-9948,-16286,-15427,2005,6004,-26014,-5488,16717,-242110,8703,-65764,13145,-18691,9509,-90371,2388,-7797,4460,-43773,33003,easy
960178,315441,78879,29770,10085,25722,-246665,-296279,-72556,-28693,-5850,-23742,-220318,-278655,-67112,-23974,-4833,-16140,814563,-260258,-68529,-6138,9934,13119,26347,1034881,17624,18397,5444,-1417,4719,17836,1017,14767,7602,29259,difficult
589257,218508,55028,36829,16193,32552,-513493,-180330,-44820,-31613,-12564,-21940,-158511,-183151,-50058,-28623,9889,-3726,-452150,-184910,-52016,-35427,-13312,-19541,354982,-293639,-2821,-1759,-5238,-1958,2990,-6804,22453,-23201,18214,-15815,easy
458514,250564,36580,113977,49158,36395,-414025,-244478,-30183,-113530,-47947,-35935,-289204,-231350,-32401,-110381,-44760,-34373,-312153,-200327,-24649,-106878,-44279,-30931,124821,-22949,13128,31023,-2218,7752,3149,3503,3187,481,1562,3442,difficult
35302,13272,4224,2593,6367,12103,-20915,-2449,11664,13978,-1346,17677,14464,36034,5476,9809,19289,10991,-22548,39946,9558,6771,15017,16400,35379,-37012,38483,3912,-6188,4082,-4169,-3038,20635,-4272,-6686,5409,easy
31750,12780,8839,5194,5105,12431,-21341,-1513,-4270,30728,5851,-5194,-17054,23393,7314,10702,-144,1142,-19887,28773,-581,-32,27587,-1498,4287,-2833,24906,5380,11584,-7895,-20026,-10734,-5995,27731,6336,-2640,difficult
839298,22509,8432,12144,8176,10357,-836265,15903,-8016,2896,-4161,-6874,-810996,-6260,-6706,-7454,-1322,-7717,-837842,-7453,1008,-2919,467,-6310,25269,-26846,-22163,-1193,1310,7714,-10350,4535,2839,1789,-843,1407,easy
312029,27065,14688,5297,4006,4567,-294506,13400,-11658,3449,2754,17522,934494,129796,23861,22075,26486,47485,109110,23367,2333,2021,894,3410,1229000,-825384,116396,-106429,35519,-21528,18626,-20054,23732,-25592,29963,-44075,difficult
1884724,225493,63532,46521,31605,44109,-1408885,-138534,11709,-16687,3952,-11315,-1843174,-217569,-59699,-45320,-30813,-42243,-1877446,-198328,-56293,-43462,-9980,-7558,-434289,-34272,-79035,19241,-71408,3406,-28633,1858,-34765,20833,-30928,34685,easy
8214,12187,12797,15466,10539,16093,11956,10595,-10859,-2972,5234,25732,1578,3092,-1532,8532,-2502,120,165011,70494,11259,-13846,-10185,-10920,-10378,163433,-7503,67402,9327,12791,11504,-22378,-7736,-7683,-25612,-11040,difficult
30996,55327,22215,7774,9762,9674,-22955,-18221,-18957,30794,-3316,-3338,-26560,-48405,-20864,5661,-5181,-3009,-12537,-39854,-20305,21463,-5997,-7011,-3605,14023,-30184,8551,-1907,559,-25133,15802,-1865,-816,329,-4002,easy
479365,44496,6737,10435,5301,19962,1215114,117123,114023,50396,54894,-656,-86481,-11410,3740,33255,7237,18183,1221949,20226,3563,49784,6070,-745,-1301595,1308430,-128533,31636,-110283,-177,-17141,16529,-47657,-1167,18839,-18928,difficult
1205939,204814,13566,19037,10350,15241,-1056181,-193651,-5444,-12750,-4012,-9373,-361885,-1123,126880,3356,7741,6403,638342,817078,56491,-6158,19694,24348,694296,1000227,192528,818201,132324,-70389,16106,-9514,11753,11953,15776,17945,easy
20076,25396,3197,4546,26500,16400,14230,3845,-594,9750,-22431,3415,58378,-17099,-285,2134,-16295,-11230,-7098,-9847,693,5899,-20424,-9094,44148,-65476,-20944,7252,309,978,-7616,3765,6136,-4129,-14645,2136,difficult
126893,98415,14306,12019,22306,17382,-65232,-94517,-9092,-5573,-20801,-11944,198010,46727,-11848,30731,4407,331,-119681,-93206,-13784,-9624,-14615,-13998,263242,-317691,141244,-139933,-2756,-1936,36304,-40355,25208,-19022,12275,-14329,easy
95419,23392,11451,8785,14683,14730,-75017,-12835,-5767,-6492,-7426,187,-38225,-12527,-11292,-5381,-11949,-8802,-83982,7000,7794,747,30020,3237,36792,-45757,308,19527,-5525,19086,1111,6128,-4523,41969,-8989,12039,difficult
49642,10566,13231,1882,4554,12843,-37225,785,2210,13054,5243,13569,-29216,-3069,522,1716,2377,41527,-44021,12597,6800,4364,-1763,11936,8009,-14805,-3854,15666,-1688,6278,-11338,2648,-2866,-4140,27958,-29591,easy
379743,77291,7171,15305,5896,8625,-291583,-49070,-802,-12211,-2607,-1784,-348757,-51276,-2864,8593,-1569,5617,-372704,-64755,1477,-1991,3077,2344,-57174,-23947,-2206,-13479,-2062,4341,20804,-10584,1038,4646,7401,-3273,difficult
7899,7789,1820,36631,5502,7453,-4628,4927,4212,-33391,3904,-2212,25691,19011,36441,-7039,18740,924,-6093,-3852,435,-30466,6425,-2933,30319,-31784,14084,-22863,32229,-36006,26352,-23427,14836,-12315,3136,-3857,easy
445738,13060,4124,15094,9679,35647,-346633,14747,5880,7597,-2657,-33067,-129325,340093,7681,65561,27128,-21591,-429466,-7253,21571,228928,20127,-28992,217308,-300141,325346,-347346,1801,13890,57964,163367,29785,-7001,11476,-7401,difficult
11083,20317,6634,33488,8620,7450,-7702,-7321,8575,-14341,3329,7028,581,-11469,-4638,-25192,-6468,-3215,43468,-4541,-2749,-4063,5910,6189,8283,42887,-4148,6928,-13213,1889,-10851,21129,-9797,12378,-10243,9404,easy
267670,81597,15074,26234,10858,8858,-187034,-56112,-14611,-22224,-6949,-6116,-74772,27238,-12458,-14891,34265,7668,-254237,-74002,-10327,-20986,-7826,-5673,112262,-179465,83350,-101240,2153,2131,7333,-6095,41214,-42091,13784,-13341,difficult
58104,26707,12653,2293,3824,7208,-55392,-19028,-5549,10465,14276,17759,-13650,116008,76956,14818,9988,14580,-51010,-22199,-11400,706,-2388,2412,41742,-37360,135036,-138207,82505,-88356,4353,-14112,-4288,-12376,-3179,-12168,easy
345002,79440,20967,25961,24159,26222,-330658,-67696,-5906,-14702,6621,-8208,-326627,-68608,-18153,20282,-18354,-5523,-334409,-61997,-18944,-18257,-16547,-15734,4031,-7782,-912,6611,-12247,-791,34984,-38539,-24975,1807,2685,-10211,difficult
105135,23479,5317,3330,2796,4158,-93807,-14047,3211,-1018,-1621,1284,-99394,-16860,8309,1183,-362,4702,-102901,-12155,-1440,19666,3410,6265,-5587,-3507,-2813,4705,5098,-9749,2201,18483,1259,3772,3418,1563,easy
7376,9618,12536,14260,10670,10422,-4115,7202,916,9360,-2426,-906,13029,7287,-6335,-4097,882,-5248,9476,16015,-2838,-708,-1539,-4771,17144,-3553,85,8728,-7251,3497,-13457,3389,3308,-2421,-4342,477,difficult
33060,23671,8626,6767,4011,17849,-30503,-22936,-8140,-4299,-675,-13583,189199,-407,9701,-1461,11202,20545,131932,-14417,-3368,15030,-648,33638,219702,-57267,22529,-14010,17841,-13069,2838,16491,11877,-11850,34128,13093,easy
340262,26510,31863,122732,11199,16760,-315236,57828,-11688,-70523,5204,-9906,-303328,-10654,-26373,238112,6558,-7689,-293956,26853,-26702,203011,6569,3978,11908,9372,-68482,37507,-14685,-329,308635,-35101,1354,11,2217,11667,difficult
10584,17228,9170,12793,6187,23219,-2083,4001,-3142,-7123,3501,-72,36444,-10352,7259,-9995,10156,23250,-6978,-13540,-6858,-10142,-4639,-5219,38527,-43422,-14353,-3188,10401,-14117,-2872,-147,6655,-14795,23322,-28469,easy
431297,113198,10447,6270,9078,13354,-346846,-72910,1940,14474,14843,13628,-327928,-91286,-5724,-2621,-3554,-4896,-171682,-71290,-4908,-32,10054,46618,18918,156246,-18376,19996,-7664,816,-17095,2589,-18397,13608,-18524,51514,difficult
1132281,63954,63607,15867,41159,43996,-1124794,-55391,-49694,-513,-31653,4877,-973290,54221,-39667,-4434,-35348,-19482,-1011769,-55929,-56188,-11213,-38734,-35279,151504,-38479,109612,-110150,10027,-16521,-3921,-6779,-3695,-3386,-24359,-15797,easy
153824,96941,9777,17752,13698,11724,-152722,-93143,21085,-10342,3122,-6304,-145500,-74769,-2945,-12194,-11197,-4045,-140534,-85885,-3922,-12895,-6218,-8140,7222,4966,18374,-11116,-24030,-977,-1852,-701,-14319,4979,2259,-4095,difficult
152074,40981,8790,6332,13015,38211,407117,18259,7822,2440,-4494,-22354,-79087,-31764,-8248,-4208,-11800,-34018,-143759,-38514,-4103,5104,-4148,-24505,-486204,-64672,-50023,-6750,-16070,4145,-6648,9312,-7306,7652,-11664,9513,easy
78887,32938,23671,81907,7564,7337,-72314,-10075,7407,2876,-6513,-1507,-74050,-27646,36275,-8949,-4775,7980,-60734,-22358,10855,92360,13739,11086,-1736,13316,-17571,5288,28868,-25420,-11825,101309,1738,18514,9487,3106,difficult
335014,141701,56671,27453,16465,16173,-328759,-120919,-38008,-10629,-6164,-9239,-317426,-116341,-52586,-4950,-12936,-1073,-329212,-132623,-43005,-20616,-8365,-10599,11333,-11786,4578,-16282,-14578,9581,5679,-15666,-6772,4571,8166,-9526,easy
274498,18720,37667,128574,9750,8114,-262348,30188,66133,-40603,17234,6956,-269538,-12129,-33749,-88442,-1150,-7410,-258348,-8467,-31247,-79269,-5891,15447,-7190,11190,-42317,3662,-99882,2502,-47839,9173,-18384,-4741,-14366,22857,difficult
403822,76503,70897,153068,24953,11499,58688,-64862,42697,11598,-17309,270,-372167,-19201,-40057,-46046,2099,-5533,-377243,-34591,-60649,-7710,-9302,-1340,-430855,-5076,45661,-15390,-82754,-20592,-57644,38336,19408,-11401,-5803,4193,easy
29801,32527,41063,130890,12220,8052,-26867,-15900,-29973,-63914,-6852,-3115,-26523,-19015,-26828,258811,-6258,-1144,190901,16645,-25529,163339,8880,13268,344,217424,-3115,35660,3145,1299,322725,-95472,594,15138,1971,14412,difficult
16000,13834,7119,11602,21205,25611,-10553,40379,3517,11264,-4736,-14089,79888,44913,-5768,-7606,-16742,-21717,-10234,98081,17675,-5853,-13708,-1168,90441,-90122,4534,53168,-9285,23443,-18870,1753,-12006,3034,-7628,20549,easy
71455,16522,18725,50759,7158,4276,1044518,103654,-16725,298241,6709,18966,40164,20897,-16225,-36577,-5653,-1139,1075498,42991,-5067,-4823,-3048,-1271,-1004354,1035334,-82757,22094,500,11158,-334818,31754,-12362,2605,-20105,-132,difficult
37154,24943,6720,7427,7233,15799,-25765,2426,-4501,-2161,-4982,11073,43734,-20614,-5749,-3554,-5403,-13580,-18734,14959,20666,9491,38574,-8976,69499,-62468,-23040,35573,-1248,26415,-1393,13045,-421,43977,-24653,4604,easy
44307,13775,8322,4488,4926,8256,-30717,-3818,-4688,6735,4134,-2956,-32720,38398,-2541,15918,6198,-1613,-14433,-1880,-2805,5629,-2866,-2334,-2003,18287,42216,-40278,2147,-264,9183,-10289,2064,-9064,1343,-721,difficult
312329,75997,30911,10708,9993,11137,-165060,-65251,-27334,-7976,-8762,-7395,-308718,-54197,-16720,7959,-8719,-7034,-203667,-46151,13161,345,5032,-6044,-143658,105051,11054,8046,10614,29881,15935,-7614,43,13751,361,990,easy
314073,85209,27420,123185,12919,10146,-301745,-66189,-14026,-69572,-9030,-8748,-303495,-49921,32725,-2465,15557,10472,-310925,-83510,-23654,-51181,-10737,-7610,-1750,-7430,16268,-33589,46751,-56379,67107,-48716,24587,-26294,19220,-18082,difficult
28516,23314,4207,9815,14533,6074,-23366,-18662,5897,-7113,-12064,1797,-22622,-16851,5707,23982,-10058,2247,-10375,4541,1373,1745,-8460,85,744,12247,1811,21392,-190,-4334,31095,-22237,2006,1598,450,-2162,easy
386436,31961,19571,122035,7204,8730,-354573,-1635,6357,10472,4199,1103,-278139,-18681,-13360,-67534,-3761,-5021,-310769,-18234,-4557,-52617,5133,-6676,76434,-32630,-17046,447,-19717,8803,-78006,14917,-7960,8894,-6124,-1655,difficult
11865,21348,9911,14546,14184,27556,71976,7691,-8017,-9993,-12533,-18740,-6865,-15127,-2472,-4425,-3429,6955,13340,-17472,-8170,-5759,-8859,4912,-78841,20205,-22818,-2345,5545,-5698,5568,-1334,9104,-5430,25695,-2043,easy
30294,78968,3767,27769,23280,14102,-22084,-68251,24793,14127,-20867,-2577,111517,74711,785,-4126,-13208,-8447,-24889,-70072,13050,-21773,-19794,-7881,133601,-136406,142962,-144783,-24008,12265,-18253,-17647,7659,-6586,-5870,566,difficult
45301,49229,17373,4893,13817,9043,611754,66174,-4013,34666,80107,1109,-38206,-33067,-3930,5664,-10397,-98,23489,1805,649,11953,-11787,-2811,-649960,61695,-99241,34872,83,4579,-29002,6289,-90504,-1390,-1207,-2713,easy
22541,14508,8817,11035,3630,6550,-7298,19519,-6855,26138,3803,3941,-16798,-885,3841,5810,5807,8064,-16277,12669,-5141,16330,271,-1080,-9500,521,-20404,13554,10696,-8982,-20328,10520,2004,-5536,4123,-9144,difficult
13200,9701,699,3793,3362,10878,-9474,-1845,1442,-1945,2407,10208,-11346,211,1291,8984,-71,6062,68409,7795,3955,587,-888,-7662,-1872,79755,2056,7584,-151,2664,10929,-8397,-2478,-817,-4146,-13724,easy
17867,18927,9036,10974,7665,9441,-8252,19242,5335,-5115,-1916,-2693,-5922,-10590,-6791,6309,-3370,-1704,-15068,-9576,-3116,44448,1783,-1963,2330,-9146,-29832,1014,-12126,3675,11424,38139,-1454,5153,989,-259,difficult
142230,10537,10346,8810,4985,9221,351749,11428,-5811,-2859,-1227,2825,-134087,-242,-7958,-4401,3947,16857,268122,100235,2671,17852,11061,-572,-485836,402209,-11670,100477,-2147,10629,-1542,22253,5174,7114,14032,-17429,easy
43218,20675,19107,7920,23582,14425,-28990,-4547,-16820,-4851,-14580,-7363,-28247,24086,-7347,-2136,-15961,2217,-5578,8427,6820,23603,-13803,-4961,743,22669,28633,-15659,9473,14167,2715,25739,-1381,2158,9580,-7178,difficult
105681,53812,3246,12221,14109,10107,69981,-1303,12707,-4964,-10838,-7699,-78785,-45860,2625,-11540,-9520,-6825,89701,68443,23541,9781,-1353,4491,-148766,168486,-44557,114303,-10082,20916,-6576,21321,1318,8167,874,11316,easy
74206,20534,39179,73855,20328,6937,554264,26208,20271,-13169,-2039,8336,-66641,2259,-18224,277723,1446,2309,77595,41835,-33549,-47167,-18214,-3614,-620905,144236,-23949,39576,-38495,-15325,290892,-324890,3485,-19660,-6027,-5923,difficult
188638,40706,43034,10295,13579,29338,-132532,-4721,-38236,-6675,-9181,-22967,335139,197655,-29778,31668,15564,-16816,-161193,9843,-38940,-2379,192,-12536,467671,-496332,202376,-187812,8458,-9162,38343,-34047,24745,-15372,6151,4280,easy
18045,41106,9195,5134,4140,4697,44378,-26536,-7530,-2721,-3091,-3045,-14529,-18068,3070,11797,17614,9463,-9376,-21956,-4560,11477,-1715,758,-58907,5153,8468,-3888,10600,-7630,14518,-320,20705,-19329,12508,-8705,difficult
95009,44585,47516,188917,12116,9115,-86111,-27153,-34508,17420,-3216,2332,16987,-37584,-40232,-172977,-10972,-5821,148394,-41622,-44243,-180093,-11020,-8375,103098,131407,-10431,-4038,-5724,-4011,-190397,-7116,-7756,-48,-8153,-2554,easy
114916,53043,118718,45029,18572,8404,-108425,-43726,-81036,128811,5277,-3342,-90817,-44229,-96589,287044,-10833,8490,-103133,63897,-98513,9390,-13426,5636,17608,-12316,-503,108126,-15553,-1924,158233,-277654,-16110,-2593,11832,-2854,difficult
53033,22877,3455,9099,10617,8189,-37575,-16362,14487,-205,-3611,954,46227,44567,839,-1518,-610,4822,-50000,-20247,-347,-6968,-7734,-5620,83802,-96227,60929,-64814,-13648,-1186,-1313,-5450,3001,-7124,3868,-10442,easy
27960,22045,6312,3588,3444,6602,32479,8061,15977,1481,1124,9255,-20490,-5776,36089,5240,15028,3086,-14649,-11391,-2543,10662,46116,15919,-52969,5841,-13837,-5615,20112,-38632,3759,5422,13904,31088,-6169,12833,difficult
219549,32848,23214,11361,4070,16002,-211445,776,-21668,-7934,5078,-2673,-212350,-26126,-13245,-9329,1549,-2218,-156163,-25090,-20462,-8697,-1564,-11465,-905,56187,-26902,1036,8423,-7217,-1395,632,-3529,-3113,455,-9247,easy
184955,35948,14549,54688,5187,7783,-182820,-12888,-12117,-32684,2750,-3786,-160075,-1296,9405,48371,12530,760,-118094,-7482,5459,-3196,-3392,-4155,22745,41981,11592,-6186,21522,-3946,81055,-51567,9780,-15922,4546,-4915,difficult
704229,60968,40190,210873,16010,12460,-685087,-44459,-25586,88258,-3399,1096,-680570,-9378,-24611,168890,-9462,-3663,-101773,81112,-17914,229329,478,4662,4517,578797,35081,90490,975,6697,80632,60439,-6063,9940,-4759,8325,easy
43748,6548,4995,4187,3357,5278,31893,11405,13327,3124,772,9744,-22406,16261,655,5744,-641,5877,-41302,4756,-2781,599,1542,2852,-54299,-18896,4856,-11505,-12672,-3436,2620,-5145,-1413,2183,-3867,-3025,difficult
13180,16830,3662,6009,7884,8642,-1499,18821,-1079,-4467,-6165,226,62972,-450,480,-4406,-4486,-7174,-8815,-12003,-1997,-896,-4586,-7241,64471,-71787,-19271,-11553,1559,-2477,61,3510,1679,-100,-7400,-67,easy
131743,48244,46304,82123,16348,9703,-119314,-28809,4923,36892,2558,647,21065,-29337,-39559,-34500,-13046,-1341,-121286,-37943,-42975,288247,-9616,5282,140379,-142351,-528,-8606,-44482,-3416,-71392,322747,-15604,3430,-1988,6623,difficult
68722,28054,13341,62564,5650,4021,-53671,8036,44428,186497,-1840,10864,-55566,-10039,-9698,80275,15273,6627,-56002,6264,12346,173452,6417,7211,-1895,-436,-18075,16303,-54126,22044,-106222,93177,17113,-8856,-4237,584,easy
52669,60048,6872,8003,6786,10615,1002785,47334,26012,15608,5311,4587,-8119,-47266,-4465,-5022,-1736,-8338,48520,-24298,-1163,-6853,-2233,-8934,-1010904,56639,-94600,22968,-30477,3302,-20630,-1831,-7047,-497,-12925,-596,difficult
498263,41362,16174,15831,9154,9363,121468,52683,28879,22608,22829,22422,-60078,7997,14651,-2395,-1721,6622,-59945,109061,4715,948,8318,18560,-181546,133,-44686,101064,-14228,-9936,-25003,3343,-24550,10039,-15800,11938,easy
80614,60688,3593,6544,4952,4246,-68127,-40342,2138,-2761,1673,-2974,-7630,-42078,12741,4835,-2361,-2228,36940,-39387,536,-5612,-3278,-2526,60497,44570,-1736,2691,10603,-12205,7596,-10447,-4034,-917,746,-298,difficult
23310,33958,16811,149519,29138,13522,-590,-4264,13456,-94772,-23924,7900,-6342,-22185,-3357,3773,-25173,-2937,515842,62898,72745,104896,-3251,7560,-5752,522184,-17921,85083,-16813,76102,98545,101123,-1249,21922,-10837,10497,easy
40067,66389,5454,8805,17894,7460,-34860,3285,40719,-2971,-5891,-1728,54600,-34832,13090,-7423,-7754,-2851,8989,-6797,14370,-6701,-11049,5926,89460,-45611,-38117,28035,-27629,1280,-4452,722,-1863,-3295,-1123,8777,difficult
