delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
264560,80759,16676,20736,12225,15412,-212274,-61109,-7012,-18477,-7760,-13056,-249116,-52878,845,-18987,-5773,-11300,-146697,-34558,558,2615,5798,5246,-36842,102419,8231,18320,7857,-287,-510,21602,1987,11571,1756,16546,easy
173116,25309,15568,8100,7020,3315,-172858,1466,-12322,-3085,-2965,1278,68736,-12947,-9174,-2919,-3715,-1339,-119442,644,-12053,-1196,6097,10099,241594,-188178,-14413,13591,3148,-2879,166,1723,-750,9812,-2617,11438,difficult
92877,66270,13279,8361,6267,4566,-55671,-54545,-4946,-7574,-2976,-321,-89239,-55446,-3470,-5797,-4548,-1678,200804,69682,41581,3630,5452,8018,-33568,290043,-901,125128,1476,45051,1777,9427,-1572,10000,-1357,9696,easy
101312,48698,6197,23224,9133,19005,-61124,-30978,-5385,-21485,-7197,-16515,175382,-36901,-4607,-20140,-8157,-15850,-48657,-37955,-3146,-21378,-8022,-18476,236506,-224039,-5923,-1054,778,1461,1345,-1238,-960,135,665,-2626,difficult
94526,38219,10313,12899,6782,4649,-74705,5547,3556,-7883,-2260,554,-74763,-23744,-8813,-10830,-5056,-1912,48953,-3864,-7060,-10933,-1368,-2798,-58,123716,-29291,19880,-12369,1753,-2947,-103,-2796,3688,-2466,-886,easy
48104,18195,4658,5443,14810,4499,472353,130294,20144,3616,-10085,-2262,356270,38780,25851,11330,-3311,-1444,1314149,89119,43933,33477,11,7730,-116083,957879,-91514,50339,5707,18082,7714,22147,6774,3322,818,9174,difficult
64685,54716,14869,5606,3523,4019,3736,-22068,-2333,-3493,2237,-738,-19536,-47542,7496,5968,8336,12914,222514,-12020,54283,16850,13362,32601,-23272,242050,-25474,35522,9829,46787,9461,10882,6099,5026,13652,19687,easy
64845,22249,3370,6797,4288,7143,106152,154345,4635,6124,7087,927,111673,18775,2967,155,5700,-2632,71941,21536,2773,1579,-2363,-3596,5521,-39732,-135570,2761,-1668,-194,-5969,1424,-1387,-8063,-3559,-964,difficult
299053,31016,18583,6559,5550,3773,301184,432396,43461,46027,17058,5984,-65746,1374,-12890,-4071,2746,-1080,540675,135475,48336,21697,9027,7368,-366930,606421,-431022,134101,-56351,61226,-50098,25768,-14312,6281,-7064,8448,easy
94256,14253,3578,7158,5056,5875,-42263,9734,11005,-5485,-4145,-3605,32518,-6368,-436,-5150,-497,-4120,-31564,-6245,-1239,-6170,-4133,-5301,74781,-64082,-16102,123,-11441,-803,335,-1020,3648,-3636,-515,-1181,difficult
224378,37705,14734,8135,9927,9903,-166375,-6189,-12081,-6785,-6948,-6836,-193402,7853,-1222,-4080,-5564,-6660,-161729,-27897,-5787,-4270,-6619,-6595,-27027,31673,14042,-35750,10859,-4565,2705,-190,1384,-1055,176,65,easy
533321,189599,33371,32230,23201,19633,1174051,115552,55352,80094,40067,22873,-506806,-123297,64742,-11256,26128,-3584,-383872,-173700,-24237,-29962,-21093,-17982,-1680857,122934,-238849,-50403,9390,-88979,-91350,-18706,-13939,-47221,-26457,-14398,difficult
175623,46469,6853,4333,3928,3493,-92171,-22720,382,2620,5181,6256,-105526,-37455,-5050,-3632,-2664,-3082,-167587,-36699,-3464,-2663,-1344,-693,-13355,-62061,-14735,756,-5432,1586,-6252,969,-7845,1320,-9338,2389,easy
84573,28210,13588,20070,6008,9092,691060,94916,-8948,-13690,15215,951,782872,43596,5776,-12714,12004,-5535,84376,5584,6193,-6670,3483,-3069,91812,-698496,-51320,-38012,14724,417,976,6044,-3211,-8521,-6486,2466,difficult
599878,86709,13436,8435,9379,6766,-544949,-73130,-10390,-6688,-7513,-3701,-597344,-84364,-12050,-3545,-2184,-3296,-578795,-60941,-4219,-4454,-7407,-2734,-52395,18549,-11234,23423,-1660,7831,3143,-909,5329,-5223,405,562,easy
101022,23535,5409,9121,6170,11877,123412,120322,2873,377,3062,-5516,-94440,-14594,-2358,-4155,-3469,1348,392149,93238,4099,3510,3369,-4985,-217852,486589,-134916,107832,-5231,6457,-4532,7665,-6531,6838,6864,-6333,difficult
50530,23635,4674,1954,1809,3415,55216,102039,2137,19028,18070,10825,209900,15695,-990,-7,-516,-242,2356,-1252,4932,1695,5769,8657,154684,-207544,-86344,-16947,-3127,5922,-19035,1702,-18586,6285,-11067,8899,easy
67262,55511,6007,5980,3657,4797,23691,-32759,-3765,-2898,-2750,-2729,51500,-8630,-3517,-1083,-1737,-1922,29003,-39439,3742,-1601,7904,-1618,27809,-22497,24129,-30809,248,7259,1815,-518,1013,9641,807,304,difficult
177330,22708,1215,4441,5431,6639,-6949,2655,576,-2119,-2113,-4972,-151399,-15145,1478,-39,-2349,3052,-123601,-19511,270,-1999,-4182,-6413,-144450,27798,-17800,-4366,902,-1208,2080,-1960,-236,-1833,8024,-9465,easy
65932,11712,5597,3315,10909,5453,72892,58454,6210,3211,5107,6760,191188,14920,-2068,-287,-9224,-3700,-19907,18490,6947,-2088,-10558,-162,118296,-211095,-43534,3570,-8278,9015,-3498,-1801,-14331,-1334,-10460,3538,difficult
536406,75373,11437,5672,7919,4887,-506969,-58200,-9325,-4833,-6792,-3904,-422116,-71120,-11374,-5302,-7461,-4119,-498917,-43519,-863,-2327,-5181,-2793,84853,-76801,-12920,27601,-2049,10511,-469,2975,-669,2280,-215,1326,easy
109895,47168,13319,3124,4610,2645,12011,15919,-2971,-288,-542,532,-85855,-43349,-12423,-2767,-3929,-2030,78475,67825,89726,20890,25087,23325,-97866,164330,-59268,111174,-9452,102149,-2479,23657,-3387,29016,-2562,25355,difficult
80373,16559,3250,4128,2427,2100,-6353,-14570,-2455,-3710,-1117,-1240,-57517,8106,3541,445,1593,794,-74014,-691,1820,213,-1599,1115,-51164,-16497,22676,-8797,5996,-1721,4155,-232,2710,-3192,2034,321,easy
17062,12747,6305,5489,19422,14920,52058,383,-5832,-4205,-15635,-11629,6478,-3401,-3654,2146,-12624,296,27801,6159,-247,13733,-10754,-3417,-45580,21323,-3784,9560,2178,3407,6351,11587,3011,1870,11925,-3713,difficult
117296,21589,1612,3897,4316,2454,141912,39646,9472,11496,5845,14286,-109745,-12563,3196,19717,6794,14003,-94946,-5130,4431,-2639,-2717,-289,-251657,14799,-52209,7433,-6276,1235,8221,-22356,949,-9511,-283,-14292,easy
618590,100171,17524,17007,9213,7738,-229494,-84613,-14043,-15677,-4753,-3949,-397360,-51650,-14921,-8300,-5506,-2450,-393740,-69883,-12412,-15135,-7131,-3358,-167866,3620,32963,-18233,-878,2509,7377,-6835,-753,-1625,1499,-908,difficult
258406,115670,5603,15710,15109,18813,-233249,-88579,-2785,-13070,-11561,-14478,-175341,-104841,-292,-5424,-6930,-13000,104190,252316,135143,14166,26753,2528,57908,279531,-16262,357157,2493,135435,7646,19590,4631,33683,1478,15528,easy
76882,41222,11249,5471,4022,2827,2505528,296646,26187,45394,27794,6337,193624,44526,-2788,2517,4597,-141,-35426,-15500,-7158,-4138,-2180,-1245,-2311904,-229050,-252120,-60026,-28975,-4370,-42877,-6655,-23197,-6777,-6478,-1104,difficult
529782,81038,24985,24791,7131,16384,-264290,-10821,-9306,-17110,-1323,-12604,-425199,-59076,-18628,-20837,-5283,-13081,-304982,-35539,-15022,-17221,-2737,-10513,-160909,120217,-48255,23537,-9322,3606,-3727,3616,-3960,2546,-477,2568,easy
442863,266128,68608,24885,35247,28007,342480,-165064,-54868,-12903,-12743,-21289,84633,411064,-10731,45971,47841,74303,-148485,-207454,-49012,-17368,-19310,-19039,-257847,-233118,576128,-618518,44137,-38281,58874,-63339,60584,-67151,95592,-93342,difficult
98820,23050,639,4258,1479,1702,467432,-986,8414,1525,2057,875,-7962,15430,7636,644,-287,2140,-88689,-10512,3485,5010,3098,22705,-475394,-80727,16416,-25942,-778,-4151,-881,4366,-2344,3385,1265,20565,easy
119255,18278,4635,5172,4105,3009,-96051,-9740,-2955,-4740,-3759,-1986,-90942,50506,28832,3870,9530,8300,-37113,97806,11623,31268,4240,14047,5109,53829,60246,47300,31787,-17209,8610,27398,13289,-5290,10286,5747,difficult
117290,27496,4176,3155,9021,7957,-29174,27205,442,-2335,-5318,-5290,205649,1367,2947,1805,4196,-3722,81706,-9666,-1306,-1820,-2586,-5574,234823,-123943,-25838,-11033,2505,-4253,4140,-3625,9514,-6782,1568,-1852,easy
55327,17724,5224,13260,7809,10561,-42662,16455,11567,-10726,-4779,-8352,135316,-2966,-1119,-8147,-5124,-4852,-5644,58,-3792,-10830,-6207,-8064,177978,-140960,-19421,3024,-12686,-2673,2579,-2683,-345,-1083,3500,-3212,difficult
22141,19703,4975,9698,8951,4831,36582,-14321,-3815,-9096,-8448,-3924,-71,9349,35370,9732,-1303,1607,12839,-15009,8654,-3762,-7144,-1990,-36653,12910,23670,-24358,39185,-26716,18828,-13494,7145,-5841,5531,-3597,easy
112235,54937,13554,12769,13434,13334,4942,-23647,-10773,-7442,-6314,-3728,324017,-1567,-6283,-417,-5004,-8136,-75396,-35400,-5607,-8538,-2848,-4290,319075,-399413,22080,-33833,4490,676,7025,-8121,1310,2156,-4408,3846,difficult
330072,83611,31153,10105,4738,6824,-266410,-29939,-29736,-8783,-1767,-2329,-269629,-50913,-30135,-8487,116,-4299,-294397,-80644,-30500,-9504,-3909,-6173,-3219,-24768,-20974,-29731,-399,-365,296,-1017,1883,-4025,-1970,-1874,easy
604656,45428,8879,7018,6540,12576,-559647,-10188,-5594,-1603,-923,-8866,-565493,-34682,-1633,-5161,-1441,-10828,-567842,-7350,-2364,18669,7654,3324,-5846,-2349,-24494,27332,3961,-731,-3558,23830,-518,9095,-1962,14152,difficult
68705,38527,15199,7850,13589,9079,490327,75039,17091,21182,43361,18691,795287,4142,-11862,49,-2674,-2453,-59025,-27143,-14701,-442,-1490,16034,304960,-854312,-70897,-31285,-28953,-2839,-21133,-491,-46035,1184,-21144,18487,easy
213271,9740,7239,7629,8287,8594,732967,55951,35710,86067,12200,13985,-64754,44848,9901,-703,9075,-1474,-180637,-7775,-3484,24104,-3253,-2019,-797721,-115883,-11103,-52623,-25809,-13385,-86770,24807,-3125,-12328,-15459,-545,difficult
130279,17898,9030,5301,4989,6174,-103963,16585,-4128,-3869,-3976,-3077,-110360,-12,-2464,-2595,-3285,-2828,-76204,-12112,-7904,-4861,-4046,-5830,-6397,34156,-16597,-12100,1664,-5440,1274,-2266,691,-761,249,-3002,easy
39367,23972,14012,6754,5720,5885,116198,-1787,-11450,-2214,-3282,-2336,51706,21962,-12547,3744,1323,-2651,61370,23694,-12053,-4394,4268,-3430,-64492,9664,23749,1732,-1097,494,5958,-8138,4605,2945,-315,-779,difficult
30375,27652,5643,15235,16574,12918,80478,1074,-4532,-13826,-12549,-9478,1190676,178079,30041,535,-7134,6928,17623,2641,21679,2223,-14127,-10984,1110198,-1173053,177005,-175438,34573,-8362,14361,1688,5415,-6993,16406,-17912,easy
91960,47198,9066,10580,5527,4811,-27452,-25328,-2731,1722,7815,701,8741,102476,-1491,-7465,1499,-1025,100276,42112,1053,-5654,-3005,-266,36193,91535,127804,-60364,1240,2544,-9187,1811,-6316,-4504,-1726,759,difficult
302307,111491,23862,29168,11398,13856,95382,-49732,-20808,-23426,-7921,-3748,1397273,384563,-14571,-22439,8536,688,-288409,-110373,-21973,-26200,-10784,-12270,1301891,-1685682,434295,-494936,6237,-7402,987,-3761,16457,-19320,4436,-12958,easy
150669,50422,20417,12775,16497,8027,260653,54084,44938,33713,21836,24234,-25332,-6741,-18640,-4205,-9400,-5183,-147399,-47657,-18510,-11126,-9893,-4892,-285985,-122067,-60825,-40916,-63578,130,-37918,-6921,-31236,-493,-29417,291,difficult
79488,71329,16110,9002,14028,14905,-28271,-34234,-12305,-6833,-12562,-13609,87245,-49586,-11537,-5945,-7344,-11981,-350,-60534,-15544,-8243,-13175,-14521,115516,-87595,-15352,-10948,768,-4007,888,-2298,5218,-5831,1628,-2540,easy
105293,65440,9695,8415,9553,8433,2182377,163002,53714,147614,93800,26119,90752,-30124,-4121,-2227,4310,-6402,246379,-40010,-7524,-2747,-3627,-647,-2091625,155627,-193126,-9886,-57835,-3403,-149841,-520,-89490,-7937,-32521,5755,difficult
77168,34769,22462,4443,3474,4748,-60602,-32031,-14032,2552,-2675,-1040,-28573,-293,-16570,-1918,-210,4729,31034,11383,-10161,8746,357,644,32029,59607,31738,11676,-2538,6409,-4470,10664,2465,567,5769,-4085,easy
115242,33668,11970,4260,3800,6950,-889,12049,-9089,-1756,-2043,-4094,185955,12193,15760,3178,1984,-3515,-35796,4084,-4453,291,-1133,-3937,186844,-221751,144,-8109,24849,-20213,4934,-2887,4027,-3117,579,-422,difficult
653070,70995,7173,29050,10536,17224,-646128,-63400,9792,-21967,-7469,-3983,-301227,-43443,-6409,-23951,-3010,-11949,-582133,-43444,417,-28128,-9117,-13467,344901,-280906,19957,-1,-16201,6826,-1984,-4177,4459,-6107,-7966,-1518,easy
41293,19237,4412,6415,3481,3228,265043,68881,4997,-2005,3538,1836,-1175,42253,21776,4519,976,2315,1115294,64589,3931,45647,52430,7034,-266218,1116469,-26628,22336,16779,-17845,6524,41128,-2562,51454,479,4719,difficult
522830,101503,5314,6623,8070,6934,-205941,-30825,4928,382,6968,10482,-393669,-95921,-4608,-306,-2651,-4426,-293762,-98167,703,-4449,-6158,-2999,-187728,99907,-65096,-2246,-9536,5311,-688,-4143,-9619,-3507,-14908,1427,easy
164017,12649,3815,3396,3829,3043,835372,639476,180719,25428,26954,5330,242602,15026,3915,7158,4481,11281,-87874,-252,-620,3863,-2171,-2288,-592770,-330476,-624450,-15278,-176804,-4535,-18270,-3295,-22473,-6652,5951,-13569,difficult
787899,141521,58787,55920,20678,19322,-674482,-135029,-55705,-53247,-17654,-16975,-650965,-101863,-56367,-47196,26256,23444,-611955,-54225,-48246,-45790,-14200,-13165,23517,39010,33166,47638,-662,8121,6051,1406,43910,-40456,40419,-36609,easy
93032,17691,4823,1971,3117,4904,1230470,208633,91807,6396,17772,5505,19101,-4252,-4291,-1749,-1890,-4312,1031519,41709,31743,22463,16547,2722,-1211369,1012418,-212885,45961,-96098,36034,-8145,24212,-19662,18437,-9817,7034,difficult
96627,12934,4043,7298,13564,11663,-43297,34546,-3036,-4509,-5716,-1890,160316,50638,27275,9957,65010,7950,-33571,22235,5921,4568,-8655,-8451,203613,-193887,16092,-28403,30311,-21354,14466,-5389,70726,-73665,9840,-16401,easy
1146262,135626,22726,25687,10918,10919,-836804,-90351,-12780,-17767,10233,-5820,-618099,-129918,-13649,-16070,-8956,-8390,-934363,-118796,-21660,-23963,-5674,-9557,218705,-316264,-39567,11122,-869,-8011,1697,-7893,-19189,3282,-2570,-1167,difficult
160806,29294,2208,4265,6708,3841,299481,93852,109519,65290,55209,13787,-8164,14798,6221,-1306,-4707,359,-149108,-5833,366,6084,3950,13930,-307645,-140944,-79054,-20631,-103298,-5855,-66596,7390,-59916,8657,-13428,13571,easy
472564,47129,18834,28005,24511,18862,-301894,-42252,-13724,-23301,-20844,-10656,-455942,55427,-11549,-13921,-10090,-2168,437731,54747,47901,-28,-9665,-5378,-154048,893673,97679,-680,2175,59450,9380,13893,10754,425,8488,-3210,difficult
46192,13014,1579,1233,2832,4030,871152,121643,1253,3340,6219,-1507,25081,129373,10317,2518,8504,13451,2929,20273,7504,1919,6594,8541,-846071,-22152,7730,-109100,9064,-2813,-822,-599,2285,-1910,14958,-4910,easy
52961,11653,1621,1087,2247,1471,1421625,350405,194960,66672,28822,19844,124905,-3298,-1084,-659,729,11,2481066,79927,23043,42904,53599,70835,-1296720,2356161,-353703,83225,-196044,24127,-67331,43563,-28093,52870,-19833,70824,difficult
120475,64407,8313,7107,4004,3256,101147,-42972,3493,-2576,-1230,-46,-57003,-41222,2173,-6766,-1773,-1988,-86404,-55578,-6019,-6829,-3334,-2498,-158150,-29401,1750,-14356,-1320,-8192,-4190,-63,-543,-1561,-1942,-510,easy
28765,36914,21571,12065,13635,22578,309401,4535,893,-3303,-7036,-12563,612826,52925,40180,-1373,9829,-5021,-11365,-21326,-16603,-9735,-7275,-5410,303425,-624191,48390,-74251,39287,-56783,1930,-8362,16865,-17104,7542,-389,difficult
216055,31846,14691,8032,10795,4590,13188,-23857,-10982,-5889,-6742,-429,-23875,97486,-3821,-1598,-5644,-119,389802,195752,23551,-981,10813,9718,-37063,413677,121343,98266,7161,27372,4291,617,1098,16457,310,9837,easy
674899,48717,31694,13592,17402,9043,-635517,-5235,-20427,-10828,-14338,-6659,-619945,-38869,-28656,-10502,-16708,-8192,-10301,20854,-9153,-8726,1442,3512,15572,609644,-33634,59723,-8229,19503,326,1776,-2370,18150,-1533,11704,difficult
222043,62816,5978,13585,3894,6475,-128732,-39712,1830,-9553,-2344,-3819,61803,-56572,4405,-5681,-1141,-3881,-171270,1501,-1566,-12659,55,-2907,190535,-233073,-16860,58073,2575,-5971,3872,-6978,1203,1196,-62,974,easy
117797,34314,9479,1689,6827,2339,197902,39422,622,23125,12798,6587,-37780,-27290,-2309,1654,1789,611,131705,92512,14960,68907,19741,34631,-235682,169485,-66712,119802,-2931,17269,-21471,67253,-11009,17952,-5976,34020,difficult
481555,58130,14287,14520,6513,10232,-327665,-8907,-11071,-6083,-2286,-6446,-446109,-44862,-11902,-10752,-5272,-8589,-461972,-42492,-11698,-11538,-5726,-7967,-118444,-15863,-35955,2370,-831,204,-4669,-786,-2986,-454,-2143,622,easy
17087,13532,4155,3297,3047,3376,743090,170908,23533,9816,18809,3796,32986,29164,-779,546,184,148,116658,9363,5578,9928,231,6747,-710104,83672,-141744,-19801,-24312,6357,-9270,9382,-18625,47,-3648,6599,difficult
25012,19142,2176,2556,2428,5768,488097,163420,27299,26765,65679,15632,2026,-7934,5429,-570,2111,-2544,576556,209801,1726,4364,13066,-2025,-486071,574530,-171354,217735,-21870,-3703,-27335,4934,-63568,10955,-18176,519,easy
44559,22966,10801,9000,17981,6653,112244,203657,36520,4391,35599,6496,106873,-972,41680,50758,18421,11054,55378,-12726,-7567,2356,-5949,-1654,-5371,-51495,-204629,-11754,5160,-49247,46367,-48402,-17178,-24370,4558,-12708,difficult
58773,49706,7292,8821,5188,6235,135642,-3395,-5855,-5984,-2154,-2975,825407,81946,659,1459,57116,15151,82356,-16527,5456,4999,9187,27079,689765,-743051,85341,-98473,6514,4797,7443,3540,59270,-47929,18126,11928,easy
510178,82565,12844,18118,7117,4714,-467209,-68580,-11550,-10482,-954,2466,-496815,-73148,-5831,-16137,-3566,1647,-427013,-67330,-5674,-10194,-4661,2424,-29606,69802,-4568,5818,5719,157,-5655,5943,-2612,-1095,-819,777,difficult
187440,110338,48820,20008,26455,15502,1686184,341889,78483,15764,193629,19055,-12569,-95910,-45552,-17177,-12116,-10373,-46112,-16659,-32293,23509,-16775,3149,-1698753,-33543,-437799,79251,-124035,13259,-32941,40686,-205745,-4659,-29428,13522,easy
359516,60500,35225,36263,9253,10962,533180,-13996,-28280,-28811,22316,6566,-295387,7282,-25424,-20903,35092,19745,-347070,-48675,-32517,-29421,-806,520,-828567,-51683,21278,-55957,2856,-7093,7908,-8518,12776,-35898,13179,-19225,difficult
526190,26612,5165,5205,6345,2796,-220991,105572,682,3598,14805,6350,-456255,3936,-1476,-1923,-3660,-373,646294,257607,26515,11278,48159,93837,-235264,1102549,-101636,253671,-2158,27991,-5521,13201,-18465,51819,-6723,94210,easy
270076,40986,13677,5175,4296,4536,-240478,-2720,-7802,-603,-1603,-3213,-124471,-27995,-5690,1682,-2333,-906,-227748,-21919,-6141,-3319,-2584,-2398,116007,-103277,-25275,6076,2112,-451,2285,-5001,-730,-251,2307,-1492,difficult
235856,67399,42117,18306,15677,7707,-155158,-56118,-29298,-15867,-14700,-5894,-165648,-63549,-40777,-17370,-13774,-7171,-73264,-55190,-27647,-13931,-12932,-2299,-10490,92384,-7431,8359,-11479,13130,-1503,3439,926,842,-1277,4872,easy
363680,198048,16187,22049,7618,11398,-291550,-173301,-13680,-20628,-6076,-10510,-236966,-190557,-15349,-20688,-6720,-10733,-121371,-98162,5429,-18924,7813,406,54584,115595,-17256,92395,-1669,20778,-60,1764,-644,14533,-223,11139,difficult
637363,591336,74745,69662,102697,66466,2472968,-401080,19566,-34725,-74400,-5400,-445155,-481765,-52922,-67485,-97071,-62312,2452828,-260204,74243,27254,198226,29920,-2918123,2897983,-80685,221561,-72488,127165,-32760,94739,-22671,295297,-56912,92232,easy
34640,23506,6957,2665,7908,5297,312013,-12681,-4834,-1648,-3030,402,32963,-4630,-1435,391,-3590,-2915,78849,176849,16162,37316,14491,750,-279050,45886,8051,181479,3399,17597,2039,36925,-560,18081,-3317,3665,difficult
249807,145644,78443,25252,17128,14472,-156134,-78287,-59646,-15443,-7055,-8923,-129730,-127191,-74522,-22345,-15955,-13757,-186915,-89544,-30232,10802,5056,645,26404,-57185,-48904,37647,-14876,44290,-6902,33147,-8900,21011,-4834,14402,easy
109526,336699,22942,31298,21093,32768,381951,-281630,6500,-14839,15116,-23550,696069,-283019,-2559,-27195,-9746,-25561,16337,-224739,-5535,-15796,-13076,-22124,314118,-679732,-1389,58280,-9059,-2976,-12356,11399,-24862,-3330,-2011,3437,difficult
533987,63012,11083,8949,6657,5610,-413263,37022,4811,9853,3920,10468,-230073,-8438,-2169,-5918,-3883,-2607,-200937,-6920,23901,-4747,-1321,-3256,183190,29136,-45460,1518,-6980,26070,-15771,1171,-7803,2562,-13075,-649,easy
113426,15101,1636,3495,2038,2380,939528,245691,63324,22437,21953,15131,249491,202650,36797,4026,37207,8925,282504,16754,4919,1942,1427,346,-690037,33013,-43041,-185896,-26527,-31878,-18411,-2084,15254,-35780,-6206,-8579,difficult
267811,44666,5140,5841,3844,2944,-10678,9895,7581,-3855,289,-775,-248944,-30982,-4995,-3870,-2094,-1851,-14269,-38503,-3449,-4438,-1566,-1552,-238266,234675,-40877,-7521,-12576,1546,-15,-568,-2383,528,-1076,299,easy
285504,154151,20837,6977,7651,6716,-208433,-131083,-19427,-4396,-5844,-5522,-172311,-84744,-16878,847,-592,-3059,-201604,-123203,-15938,-5661,-5104,-3769,36122,-29293,46339,-38459,2549,940,5243,-6508,5252,-4512,2463,-710,difficult
113497,50917,16468,4028,8960,3110,29030,-24053,-11985,-463,-2463,1040,63905,-31614,-14857,2569,-4702,-100,201133,108388,37620,19157,19436,34787,34875,137228,-7561,140002,-2872,52477,3032,16588,-2239,24138,-1140,34887,easy
49870,18830,3433,2787,2630,8427,1096922,4233,-321,561,-436,-1520,478801,-8272,7088,14073,23758,2700,-47687,-15414,-2448,-742,-674,-3727,-618121,-526488,-12505,-7142,7409,-9536,13512,-14815,24194,-24432,4220,-6427,difficult
54039,47792,9729,20895,13515,30386,1124361,87937,27103,-1556,83322,28294,307155,17188,397,-3592,-3231,-17670,541436,19152,-2362,-12138,-7137,-25005,-817206,234281,-70749,1964,-26706,-2759,-2036,-8546,-86553,-3906,-45964,-7335,easy
243716,98594,19953,6225,8676,6225,438853,82595,40404,16310,11557,20414,-141183,-11040,-9040,-1718,5904,1124,-221545,-90737,-17166,17677,-5453,742,-580036,-80362,-93635,-79697,-49444,-8126,-18028,19395,-5653,-11357,-19290,-382,difficult
266277,41842,17736,11352,11239,8612,60705,18128,50177,-1337,5578,15500,407020,-28835,-14695,-7742,-2462,-3690,227322,78664,6652,-703,91424,12120,346315,-179698,-46963,107499,-64872,21347,-6405,7039,-8040,93886,-19190,15810,easy
644204,59743,9990,6699,29277,9608,-178034,-27183,-5216,-3089,-20481,-5045,-619911,-23382,2069,11602,50677,55986,-579247,-49181,-9031,-3464,-23832,-7597,-441877,40664,3801,-25799,7285,-11100,14691,-15066,71158,-74509,61031,-63583,difficult
105648,56985,31250,7140,7146,7153,108408,94318,-18656,6288,16962,18031,1672,-27828,-26837,-6223,-5116,-5834,594337,-18888,-21461,2049,39349,-2332,-106736,592665,-122146,8940,-8181,5376,-12511,8272,-22078,44465,-23865,3502,easy
761154,76153,15700,18243,10187,8749,-720280,-29868,-5220,-11296,-5793,-6588,-509057,-40303,-12756,-11561,-6632,-6662,-751747,-68564,-13684,-9908,-5003,1700,211223,-242690,-10435,-28261,-7536,-928,-265,1653,-839,1629,-74,8362,difficult
740687,50887,5602,8569,9308,6516,-147516,77592,69697,29029,32744,63771,-711478,-39637,8019,-2023,1536,-1888,-163752,2569,-512,-1290,35,2227,-563962,547726,-117229,42206,-61678,-8531,-31052,733,-31208,-1501,-65659,4115,easy
65776,25919,15339,14534,6388,7063,98057,-14642,-13859,-7307,-5412,-4053,249942,-20124,-12317,-13877,-3104,-3979,-1279,-15673,-13630,-13738,-4337,-5650,151885,-251221,-5482,4451,1542,-1313,-6570,139,2308,-1233,74,-1671,difficult
484699,127127,20494,9005,12405,7821,-372299,-102570,-19374,-8436,-10980,-6830,2805408,8761,-8510,2912,5846,-2298,683435,-91561,-17007,22476,-6925,4669,3177707,-2121973,111331,-100322,10864,-8497,11348,19564,16826,-12771,4532,6967,easy
44669,9883,7222,7059,5853,11605,-9975,20307,-5654,-5223,-1225,-9653,-11832,8889,-5421,-5637,-4325,-8737,-21288,-1409,-6457,-6447,-4390,-8679,-1857,-9456,-11418,-10298,233,-1036,-414,-810,-3100,-65,916,58,difficult
