delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_c6,theta_c6,lowalpha_c6,highalpha_c6,lowbeta_c6,highbeta_c6,delta_cc0,delta_cc1,delta_cc2,theta_cc0,theta_cc1,theta_cc2,lowalpha_cc0,lowalpha_cc1,lowalpha_cc2,highalpha_cc0,highalpha_cc1,highalpha_cc2,lowbeta_cc0,lowbeta_cc1,lowbeta_cc2,highbeta_cc0,highbeta_cc1,highbeta_cc2,state
58014,37288,8328,3830,3780,8966,-56604,-16559,-6724,-1577,527,11420,1093693,20221,2700,19742,10409,13083,-19777,35476,4148,27279,1998,245,-48482,-3054,19898,28989,5598,4261,1150297,-1113470,-28705,36780,15255,-38530,9424,1448,15750,21319,7537,1710,9882,-8411,3600,1663,-12838,4016,easy
56989,21109,2990,3260,3192,5355,768938,151261,28432,31756,16675,11638,578055,315676,41901,33089,21647,1896,-50594,-8674,1614,2157,5966,1409,-3431,95926,31685,25431,13423,6344,-190883,-628649,47163,164415,-324350,104600,13469,-40287,30071,1333,-30932,23274,4972,-15681,7457,-9742,-487,4935,difficult
140259,19129,3622,2411,5327,4392,-29674,2853,-1562,1979,-1661,-659,1821246,155821,7796,13116,-251,4238,232901,7609,-1624,-737,3485,-1820,-105276,3558,462,3522,1213,11977,1850920,-1588345,-338177,152968,-148212,-4051,9358,-9420,2086,11137,-13853,4259,1410,3736,-2272,4897,-6058,13797,easy
306062,38137,18469,3085,3624,3750,-262980,-21079,-2260,1984,16593,3546,-226083,24285,-10374,5619,3588,3847,-135207,-10111,-13020,-1920,1556,1414,-208948,-30993,-16302,-1864,-2871,-2761,36897,90876,-73741,45364,-34396,-20882,-8114,-2646,-3282,3635,-7539,56,-13005,-2032,-4427,301,-2433,-4175,difficult
314756,25651,17374,13015,7359,10260,-177152,78311,-16108,-11752,-1420,-4690,-162075,-12819,-14503,-11008,-6407,-8931,-251089,27368,13929,-3875,13015,4934,-214875,-21959,-16365,-12205,-7119,-9615,15077,-89014,36214,-91130,40187,-49327,1605,28432,-30294,744,7133,-8330,-4987,19422,-20134,-4241,13865,-14549,easy
75907,13250,4166,2977,3942,2582,-21590,7582,-1861,331,10492,4979,792265,226068,-244,5987,6663,2768,-63604,-9383,62,-931,-122,6349,-61498,45700,4180,7111,9139,5642,813855,-855869,2106,218486,-235451,55083,1617,306,4118,5656,-6918,8042,-3829,-6785,9261,-2211,3581,-707,difficult
118241,26265,5762,5827,4810,2677,402485,174525,-1768,98339,3630,7384,-115672,-20485,-4318,-4982,-3809,-55,611293,34327,-127,-253,-340,2240,240807,166389,34286,6013,23893,8033,-518157,726965,-370486,-195010,54812,132062,-2550,4191,34413,-103321,4729,6266,-7439,3469,24233,-7439,2295,5793,easy
82418,34168,6694,4800,8355,4126,1610176,205200,66143,51797,26463,26089,-53726,-18237,10130,1784,930,8983,26236,83569,5119,17772,-4135,3997,5791,-26364,-4268,-3803,-7259,-3709,-1663902,79962,-20445,-223437,101806,-109933,-56013,-5011,-9387,-50013,15988,-21575,-25533,-5065,-3124,-17106,-4986,-7706,difficult
58542,39330,5488,3366,3080,7431,281369,39116,-1043,5017,648,-4616,132491,-25999,6434,-279,-1650,-4734,266203,76005,35846,56183,63660,7697,32622,-20221,910,19762,-2142,-4902,-148878,133712,-233581,-65115,102004,-96226,7477,29412,-34936,-5296,56462,-36421,-2298,65310,-65802,-118,12431,-12599,easy
1180182,118743,18322,18470,14047,6860,-908424,-98531,-7651,8682,-7078,288,-1025977,-87701,11035,23775,999,7717,-1109212,-84814,1050,95314,-3917,-116,-846331,-56918,17411,-14667,-7578,-4227,-117553,-83235,262881,10830,2887,27896,18686,-9985,16361,15093,71539,-109981,8077,-4916,-3661,7429,-7833,-4111,difficult
330344,52003,3834,3072,5321,4567,-44552,-27097,-1969,-298,-2744,-3163,-318430,9523,30813,6900,10833,1836,-296734,-44034,1485,3642,7429,2295,-212926,-30579,-2872,-2651,-4986,-3582,-273878,21696,83808,36620,-53557,13455,32782,-29328,-4357,7198,-3258,-6293,13577,-3404,-12415,4999,459,-5877,easy
370247,29393,8325,8296,6673,12339,-314527,4902,1659,5133,5141,-832,-362875,-23229,-7485,-6477,-4191,-10622,-156026,2832,1232,-4395,-1836,-9058,-357623,-15601,-7362,-7252,-4345,-10648,-48348,206849,-201597,-28131,26061,-18433,-9144,8717,-8594,-11610,2082,-2857,-9332,2355,-2509,-9790,1564,-1590,difficult
808354,80331,45261,18613,34338,26036,-722386,68532,31933,17138,-14217,-16351,-526492,15316,-41554,-7619,-30641,-22110,117077,82695,-31504,-11410,-9716,-13321,-768636,-48083,-43079,-4000,-29852,-18982,195894,643569,-885713,-53216,67379,-130778,-73487,10050,-11575,-24757,-3791,7410,-16424,20925,-20136,-5759,8789,-5661,easy
165807,34717,6046,6959,5990,3610,187297,17211,1755,-1885,-4077,-1850,-145135,-27544,-3115,-5260,-3428,-2462,-89511,1227,9179,22735,11025,3856,-133983,-22549,-3385,-336,-2886,-765,-332432,55624,-44472,-44755,28771,-23776,-4870,12294,-12564,-3375,27995,-23071,649,14453,-13911,-612,6318,-4621,difficult
86493,40084,6130,4176,1403,2933,-55633,-13197,4191,1919,3035,3575,210192,-1404,-3796,-880,3397,154,6097,-37806,-3741,-3388,150,-2169,-59968,-38256,-3381,-2950,172,5370,265825,-204095,-66065,11793,-36402,-450,-7987,55,360,-2799,-2508,438,362,-3247,22,-3421,-2323,7539,easy
143507,26026,1461,4385,2618,3215,37889,-21975,64,-3762,-1677,-2722,162697,-3427,5769,-556,-364,-1978,-88055,-14106,1669,-3792,112,-455,-63976,-13572,-216,119,-682,-1307,124808,-250752,24079,18548,-10679,534,5705,-4100,-1885,3206,-3236,3911,1313,476,-794,744,1523,-852,difficult
49570,5140,1269,3525,2876,6671,31509,18127,8285,419,-1050,-3817,-47419,-1335,84,-3078,-2285,-5560,-31695,1985,1973,-762,-733,-5064,-2087,-2882,-1180,-3204,-2253,-5910,-78928,15724,29608,-19462,3320,-4867,-8201,1889,-3153,-3497,2316,-2442,-1235,1552,-1520,-1743,496,-846,easy
86731,28851,6261,5808,2736,2642,3385,-18920,3293,-2780,-545,993,-72533,-1722,1924,-2355,9788,2726,-83327,-26908,-5818,-2943,-1343,-1232,60922,-9261,-5017,-4916,-781,-1824,-75918,-10794,144249,17198,-25186,17647,-1369,-7742,801,425,-588,-1973,10333,-11131,562,1733,-3958,-592,difficult
162572,17515,10198,4790,3783,9640,-25291,92340,5752,-2492,-1685,-3589,-94528,-13020,-7941,-2883,-2327,-8531,-67012,68536,-277,9930,13707,6226,-32618,-3784,-3176,-1258,-352,-3927,-69237,27516,34394,-105360,81556,-72320,-13693,7664,-2899,-391,12813,-11188,-642,16034,-14059,-4942,14757,-10153,easy
26311,18904,3474,2063,2034,2856,107324,5113,647,2030,-38,-690,26667,16835,4213,-344,400,-570,-20694,536,-2231,5090,711,9478,-2765,16940,-959,-450,-170,268,-80657,-47361,17929,11722,-16299,16404,3566,-6444,1272,-2374,5434,-5540,438,311,-881,120,10048,-9210,difficult
757150,173916,35994,20572,15298,13795,-748194,-153061,-23158,-12641,-545,1105,-511810,-108601,-30464,-13092,-11468,-11506,-642572,-140479,-30816,-19258,-14568,-13042,-706678,-155823,-28065,-19123,-10455,3898,236384,-130762,-64106,44460,-31878,-15344,-7306,-352,2751,-451,-6166,135,-10923,-3100,4113,-12611,-1536,16940,easy
137576,36209,4999,3418,2223,1467,-118741,-24708,10557,5736,4616,5568,-26107,-17645,-3174,-1908,345,1734,-129994,-32816,-3152,-1489,-294,941,-132101,-25290,-1962,305,9692,7675,92634,-103887,-2107,7063,-15171,7526,-13731,22,1190,-7644,419,1794,-4271,-639,9986,-3834,-793,6734,difficult
343029,35029,23635,12064,18705,11050,-134673,45107,-13806,-2117,-8574,-2327,-313859,-18707,-15190,-4179,-12939,-6704,596196,205200,-2945,-5698,-8381,-4265,527667,64054,-10444,5921,-9328,-2095,-179186,910055,-68529,-63814,223907,-141146,-1384,12245,-7499,-2062,-1519,11619,-4365,4558,-947,-4377,2439,2170,easy
44400,35228,19255,7319,4665,4513,56300,32593,-1546,-3820,-750,2023,10708,7237,-14448,-2701,-2011,-3002,35179,-25868,-18316,-7011,-3648,-4132,35235,-11395,-13217,-4679,-2188,-3337,-45592,24471,56,-25356,-33105,14473,-12902,-3868,5099,1119,-4310,2332,-1261,-1637,1460,-5025,-1130,795,difficult
141643,21886,7770,5117,9231,11761,-57067,14808,11666,50227,5391,1272,-126750,-15406,-3017,27536,-8356,-6079,-120803,8325,25036,113104,13392,7774,-87025,59213,-5027,5897,-5385,2316,-69683,5947,33778,-30214,23731,50888,-14683,28053,-30063,-22691,85568,-107207,-13747,21748,-18777,-7351,13853,-5458,easy
76631,22129,8614,5423,5103,4212,75995,7656,-674,1208,1175,-899,145748,20211,-7460,-1136,-1388,751,-63907,-18503,-7516,-5088,-2293,-1515,210821,91912,-4711,95,-2007,-1722,69753,-209655,274728,12555,-38714,110415,-6786,-56,2805,-2344,-3952,5183,-2563,-905,286,1650,-2266,-207,difficult
132857,24356,15376,13927,4758,2514,-118948,-9396,64685,34737,6645,5073,-89435,-18086,5048,-6458,-1791,886,239558,37962,50651,-617,-88,13104,2058529,546467,22453,29680,48257,34883,29513,328993,1818971,-8690,56048,508505,-59637,45603,-28198,-41195,5841,30297,-8436,1703,48345,-4187,12218,21779,easy
120725,30919,10649,2854,15756,5641,-63906,-4939,2846,1249,-12874,1510,-45745,-5667,-9687,-1606,-14958,-1236,-38730,-19157,5246,12909,1205,23839,6562,30026,20783,6410,-5389,13455,18161,7015,45292,-728,-13490,49183,-12533,14933,15537,-2855,14515,-6499,-2084,16163,-6594,-2746,25075,-10384,difficult
70360,17453,26079,34041,7700,5950,851428,11993,-25397,-17726,-6065,-3186,66735,-13472,-24459,-32783,-7067,-5345,150269,8938,-19360,-5927,-5830,-3721,384745,139671,20843,21931,3674,12755,-784693,83534,234476,-25465,22410,130733,938,5099,40203,-15057,26856,27858,-1002,1237,9504,-2159,1624,16476,easy
95545,24368,5587,4431,3345,4281,-10824,-18828,-5427,-3701,-2998,-3562,-56931,-3062,699,-3159,-691,-3149,-87407,-20058,-4539,-645,-1027,-803,-69988,-21033,3927,-517,-1822,-1608,-46107,-30476,17419,15766,-16996,-975,6126,-5238,8466,542,2514,128,2307,-336,-795,413,2346,-805,difficult
374138,38350,6710,3303,3689,1727,1007678,47473,21948,4722,-162,2701,-287767,6978,26506,13154,4487,5492,-338075,-11082,34067,46945,1542,2822,-367565,-16298,6533,11997,-847,3401,-1295445,-50308,-29490,-40495,-18060,-5216,4558,7561,-27534,8432,33791,-34948,4649,-2945,-2389,2791,-2670,579,easy
121749,26813,3618,8168,5981,7993,41851,-11184,-3404,-3497,-4476,-6508,-110633,-15125,379,205,-2451,10602,-103471,-17724,4333,-6254,848,5971,-96702,-4311,-271,-321,-1939,5534,-152484,7162,6769,-3941,-2599,13413,3783,3954,-4604,3702,-6459,5933,2025,3299,-2787,17110,-4631,-437,difficult
144639,79743,14195,6270,8124,8702,1269626,-66063,-4142,1416,-1016,-5484,464373,16655,63290,14037,7585,7455,-104844,-73237,-11745,-5699,-7002,-8032,314308,-58979,-9200,3592,-1743,-5123,-805253,-569217,419152,82718,-89892,14258,67432,-75035,2545,12621,-19736,9291,8601,-14587,5259,12939,-15487,2909,easy
328403,61960,12120,5813,6173,5062,-243992,14114,-7371,-5278,-5587,-1286,-123353,-3648,-9819,-3559,-2653,-1920,713486,18521,14069,32824,9609,13873,1552402,162943,78548,53978,43795,18940,120639,836839,838916,-17762,22169,144422,-2448,23888,64479,1719,36383,21154,2934,12262,34186,-634,15793,5067,difficult
75368,47417,6587,3487,3767,5793,-9372,-3900,27552,5734,4760,5296,17833,-32808,-3572,-1618,-1043,-3227,148787,-27794,2434,2336,-358,-3605,403382,256192,34483,29254,22702,11361,27205,130954,254595,-28908,5014,283986,-31124,6006,32049,-7352,3954,26918,-5803,685,23060,-8523,-378,14966,easy
1095051,149622,24742,21279,10704,4157,-919658,-141406,-20932,-18967,-8771,-3370,-870745,-116923,-9529,-19010,-6141,-900,-1074647,-121391,-19592,-17178,-8292,-759,-20653,411556,116812,16544,30421,23215,48913,-203902,1053994,24483,-4468,532947,11403,-10063,136404,-43,1832,33722,2630,-2151,38713,2470,141,23974,difficult
456672,134260,25909,21779,14226,24691,402999,14612,4518,14173,-6614,-16720,-448148,-103284,-11048,488,65,-17640,-153297,-110297,-18890,-18458,-10213,-21626,751430,243890,80845,29601,19959,-12115,-851147,294851,904727,-117896,-7013,354187,-15566,-7842,99735,-13685,-18946,48059,6679,-10278,30172,-920,-3986,9511,easy
30937,28502,2337,7362,12722,8096,40576,-19272,1277,-5923,-9686,-3070,214662,-21363,6127,-5554,-10959,-6067,24755,37839,26306,-3924,-11509,-3477,21341,-3028,-1210,-1725,-7989,-5902,174086,-189907,-3414,-2091,59202,-40867,4850,20179,-27516,369,1630,2199,-1273,-550,3520,-2997,2590,-2425,difficult
65430,64387,7575,7459,4917,6055,-55006,-47846,-6024,-4643,-3068,-2048,116167,-44210,-6390,-6213,-3598,-5060,-60128,-61584,-6356,-7033,-3462,-4461,205878,-50538,-4885,-6706,-2405,-2388,171173,-176295,266006,3636,-17374,11046,-366,34,1471,-1570,-820,327,-530,136,1057,-3012,599,2073,easy
103693,7455,982,864,1110,1020,-20002,-1769,-85,-387,618,-54,-80036,3564,2447,3028,4062,5386,253706,4655,-273,1694,1426,1709,-51959,52357,4960,4826,7281,2775,-60034,333742,-305665,5333,1091,47702,2532,-2720,5233,3415,-1334,3132,3444,-2636,5855,5440,-3677,1066,difficult
592273,27947,5309,5750,3314,2932,-529785,10467,-1557,3184,423,2637,65854,45442,15121,7292,10626,10122,-147670,70282,92076,36382,6547,11897,102244,18083,-134,6567,4798,2970,595639,-213524,249914,34975,24840,-52199,16678,76955,-92210,4108,29090,-29815,10203,-4079,-1749,7485,1775,-8927,easy
147524,17325,5617,1435,1389,1170,20056,-10101,-4519,-106,120,-725,464570,35410,1534,2862,3803,254,-127340,-10156,-1081,-462,138,-173,865689,40901,32188,35607,14287,12618,444514,-591910,993029,45511,-45566,51057,6053,-2615,33269,2968,-3324,36069,3683,-3665,14149,979,-427,12791,difficult
336884,58164,23891,9238,25032,9542,-253642,-30487,-20461,-2291,-22268,-7275,-107825,-42842,-20973,-6934,-22322,-8955,-317619,-26105,-13213,-3798,-20145,-5362,-263718,-13141,1821,-851,-19546,-5874,145817,-209794,53901,-12355,16737,12964,-512,7760,15034,-4643,3136,2947,-54,2177,599,-1680,3593,-512,easy
382626,42836,5105,8982,6602,6263,-39245,31324,27003,13232,19083,29632,64079,-19460,109,-2397,-1160,-246,50514,122930,30355,2989,5159,-1808,-272973,41425,9779,-3018,19217,2145,103324,-13565,-323487,-50784,142390,-81505,-26894,30246,-20576,-15629,5386,-6007,-20243,6319,14058,-29878,-1562,3953,difficult
71516,18570,4061,4742,2913,8204,-13038,-10786,-1646,-4546,-1554,-6570,-22327,13671,-792,237,4121,-3668,-28285,-1265,17674,9727,4055,-2125,97694,15262,-2005,-1666,1100,-4674,-9289,-5958,125979,24457,-14936,16527,854,18466,-19679,4783,9490,-11393,5675,-66,-2955,2902,1543,-2549,easy
553646,64854,23245,15163,6427,11956,222444,80882,23518,44218,43425,16549,30920,-4997,-15525,-8544,5909,-1439,165222,129581,-4635,28686,22046,21242,-120479,46335,28626,12392,21370,56095,-191524,134302,-285701,-85879,134578,-83246,-39043,10890,33261,-52762,37230,-16294,-37516,16137,-676,-17988,22681,34853,difficult
66923,12966,2205,2185,2896,4286,38319,30821,898,42,-74,1363,-51503,-2049,7715,2563,160,-2425,-42566,18456,2912,4305,1702,2652,-29671,18819,10720,2041,-779,-2317,-89822,8937,12895,-32870,20505,363,6817,-4803,7808,2521,1742,-2264,234,1542,-2481,-3788,5077,-4969,easy
166278,23444,7253,7104,2464,2514,-144644,-10462,35930,2254,2802,4346,-136504,16087,68635,13995,10750,13712,732093,19653,286232,-930,1898,26713,323513,-17250,-3886,-3215,-444,297,8140,868597,-408580,26549,3566,-36903,32705,217597,-290118,11741,-14925,-2285,7948,-8852,-2342,9366,13001,-26416,difficult
50815,26914,1936,6409,3163,4395,-20959,-5568,3521,-4646,-1604,-753,666557,134466,29560,18651,22928,13036,78487,-15538,2414,-3075,3330,1865,-38028,-7666,2395,273,11525,7020,687516,-588070,-116515,140034,-150004,7872,26039,-27146,-19,23297,-21726,3348,24532,-19598,8195,13789,-11171,5155,easy
811210,93950,32870,21728,18412,19778,-412151,-54920,-26714,-18974,-13168,-17148,-365907,-82924,-31669,-20263,-15766,-18724,-646338,-62774,-30137,-16769,-10865,-16457,-578513,7286,-26871,-4637,-13823,-15031,46244,-280431,67825,-28004,20150,70060,-4955,1532,3266,-1289,3494,12132,-2598,4901,-2958,-1576,2267,1426,difficult
111902,48520,8200,8764,5758,7397,2296438,206614,-976,47324,22029,12209,-4260,-11473,29437,-5000,-1661,-5290,192407,105073,-1682,17344,-2747,5046,-28977,-25507,3570,3172,-3235,-6122,-2300698,196667,-221384,-218087,116546,-130580,30413,-31119,5252,-52324,22344,-14172,-23690,-1086,-488,-17499,10336,-11168,easy
616422,95093,16669,16747,11520,8796,-458777,70542,65871,2753,-2103,28522,-259963,-39044,-4524,724,2432,-1397,684989,-72166,-11667,-13453,-5622,-3642,238278,-9160,-9344,-10039,3729,4649,198814,944952,-446711,-109586,-33122,63006,-70395,-7143,2323,-2029,-14177,3414,4535,-8054,9351,-29919,-2245,8291,difficult
12552,13376,45712,41483,15202,12694,1200452,48496,53686,-17215,2979,28319,68972,27769,-42679,-31409,-12042,-6903,184083,28394,-24128,-37691,-10506,-6248,-3382,-2417,-38620,-38654,-13327,-11148,-1131480,115111,-187465,-20727,625,-30811,-96365,18551,-14492,-14194,-6282,-963,-15021,1536,-2821,-35222,655,-4900,easy
1234978,146955,57283,49961,16780,15421,-1166711,-71706,-47076,-36886,-11462,-11494,-864399,-82297,-39611,-43233,-12840,-11962,-679481,-31453,-35932,-42066,-12019,-8438,587005,40864,-37643,-36541,-684,-2404,302312,184918,1266486,-10591,50844,72317,7465,3679,-1711,-6347,1167,5525,-1378,821,11335,-468,3524,6034,difficult
273656,28925,8221,6948,7802,8756,-167336,25876,14396,-1510,-5290,-6509,20316,-16491,-6726,-3165,-6006,-3578,-219225,-24943,-7593,-4287,-6743,-5207,-262093,-5834,-4403,3600,6476,507,187652,-239541,-42868,-42367,-8452,19109,-21122,-867,3190,-1655,-1122,7887,-716,-737,13219,2931,-1629,5714,easy
52354,21724,5243,5133,3062,4677,-26334,47600,21248,1650,7891,2458,409613,-1462,-2800,2098,3447,-1006,491832,336011,5495,1494,18509,15162,17474,12875,-1970,1147,247,-3207,435947,82219,-474358,-49062,337473,-323136,-24048,8295,-7465,448,-604,-347,-4444,15062,-18262,-3464,16168,-18369,difficult
