delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
284039,96773,12188,18856,4816,6043,229040,-11896,24666,11392,11217,4249,-52101,-51760,-5723,-17308,-2682,-348,1075212,103958,15177,10322,44897,57375,-281141,1127313,-39864,155718,-30389,20900,-28700,27630,-13899,47579,-4597,57723,easy
964441,85690,53690,64764,22582,29540,1010697,170844,-42153,-24656,-14764,38956,-872738,-69537,-50910,-63411,-20734,-25714,-943549,-51904,-39559,-61461,-6438,17656,-1883435,-70811,-240381,17633,-8757,11351,-38755,1950,-5970,14296,-64670,43370,difficult
414190,42821,20815,6560,9983,6889,459909,-21223,-8919,2361,7366,7313,3335177,405818,60580,15082,51105,20073,3335177,405818,60580,15082,51105,20073,2875268,0,427041,0,69499,0,12721,0,43739,0,12760,0,easy
678701,415145,31449,53765,29122,24331,50499,-341459,-16961,-47835,-18660,-7723,-544294,-318492,-19007,-49233,-26234,-22295,-602956,-394332,-15677,-52542,-26026,-23454,-594793,-58662,22967,-75840,-2046,3330,-1398,-3309,-7574,208,-14572,-1159,difficult
778004,122346,28882,40255,19872,17083,-457162,-115453,-23985,-36943,-13253,-16363,91830,-49414,-2572,-32276,-2824,-5064,278190,-71594,-8909,-26344,-12736,-8010,548992,186360,66039,-22180,21413,-6337,4667,5932,10429,-9912,11299,-2946,easy
592245,92759,8442,16669,15497,25320,-365721,112203,25018,-2912,24720,4477,-404708,-71908,13296,-7024,-3627,-10471,-458324,-74594,2427,-13497,-13992,-17442,-38987,-53616,-184111,-2686,-11722,-10869,-4112,-6473,-28347,-10365,-14948,-6971,difficult
151714,24143,27553,12202,13815,10125,66076,-1772,-20420,-8380,-11485,-7565,1328204,71021,-7529,18833,29003,47637,571295,151193,3196,-6903,6480,6055,1262128,-756909,72793,80172,12891,10725,27213,-25736,40488,-22523,55202,-41582,easy
1133282,437279,28535,20864,17520,25315,70697,-254424,-10872,-10468,-12546,-19238,-941235,-422955,-19942,-18626,-16680,-23549,-460589,-374802,-11844,-17978,-13509,-19144,-1011932,480646,-168531,48153,-9070,8098,-8158,648,-4134,3171,-4311,4405,difficult
725318,99170,8319,11447,12725,16444,-672873,-53407,-4095,-10612,-6306,-9425,-499087,140092,117309,20292,30767,8114,-541405,-64026,-7232,-3043,-5827,-3244,173786,-42318,193499,-204118,121404,-124541,30904,-23335,37073,-36594,17539,-11358,easy
629675,536646,29841,28304,18915,43099,272696,-330342,460,-13112,-8549,-36991,-64972,-494751,-10396,-751,-5541,-586,-152291,-488652,-22514,-15085,-3856,7595,-337668,-87319,-164409,6099,-10856,-12118,12361,-14334,3008,1685,36405,8181,difficult
555580,133253,23817,19242,18791,14203,-427137,-114343,-20374,-15684,-15859,-10356,-427137,-114343,-20374,-15684,-15859,-10356,-470805,-123226,-16753,-13235,-13080,-6043,0,-43668,0,-8883,0,3621,0,2449,0,2779,0,4313,easy
1102761,157583,29915,40000,18675,39212,-656961,-90280,-4229,-34888,-16034,-7987,-793736,-111640,-22827,-30454,-5569,-32239,-837581,-149847,-29689,-38753,-16415,-36710,-136775,-43845,-21360,-38207,-18598,-6862,4434,-8299,10465,-10846,-24252,-4471,difficult
226311,48316,13465,8086,12255,10729,-198506,-39014,-991,9128,12026,16622,-19290,-22864,45030,-3420,3601,124,-201073,-41790,-12855,-6104,-7241,-8060,179216,-181783,16150,-18926,46021,-57885,-12548,-2684,-8425,-10842,-16498,-8184,easy
65256,50596,8599,5626,8746,25547,142969,-29287,7244,1537,-7368,-23487,142969,-29287,7244,1537,-7368,-23487,177989,-3236,3726,1118,-6179,-23689,0,35020,0,26051,0,-3518,0,-419,0,1189,0,-202,difficult
187169,32646,14320,7470,9174,5986,1204476,110575,5479,9764,8835,3635,167321,46017,-4510,8449,-259,11175,-108591,21768,-6154,382,-1510,9688,-1037155,-275912,-64558,-24249,-9989,-1644,-1315,-8067,-9094,-1251,7540,-1487,easy
325572,34920,45478,19747,12094,5602,-236191,-11146,-31777,-6274,-5740,-1719,1200221,39876,-28919,18177,-7346,188,814747,5329,-13094,-4810,6578,-600,1436412,-385474,51022,-34547,2858,15825,24451,-22987,-1606,13924,1907,-788,difficult
884064,112878,43423,7543,8722,7119,-777681,-90741,-42235,973,-6963,-6029,-777681,-90741,-42235,973,-6963,-6029,-797141,-97372,-36428,-5777,-6574,-5834,0,-19460,0,-6631,0,5807,0,-6750,0,389,0,195,easy
212453,28684,32220,8404,4130,3196,1331578,154113,95795,16617,33226,15071,-149140,27489,-1434,2456,3668,4336,205823,-6801,-27703,-6843,-1348,-373,-1480718,354963,-126624,-34290,-97229,-26269,-14161,-9299,-29558,-5016,-10735,-4709,difficult
612443,105857,32634,8062,6458,5940,-517877,-93061,-30743,-6849,-5049,-5140,1239743,222855,196249,38761,29031,15751,1146159,170731,326,73855,34185,109580,1757620,-93584,315916,-52124,226992,-195923,45610,35094,34080,5154,20891,93829,easy
1574134,370695,81503,10893,16092,27419,-1524408,-352690,-69397,-9585,-14435,-15938,-1469793,-360475,-80192,-8131,-15268,-20473,1748259,429845,-35078,28810,8017,79020,54615,3218052,-7785,790320,-10795,45114,1454,36941,-833,23285,-4535,99493,difficult
404523,93739,25768,9175,10950,17907,-266522,-54185,-18039,-7592,-8377,-3134,-266522,-54185,-18039,-7592,-8377,-3134,118802,-33974,-9342,-4915,-2841,-6014,0,385324,0,20211,0,8697,0,2677,0,5536,0,-2880,easy
741268,183870,41725,26612,7006,79636,-597295,-94743,-35049,-23536,-4581,-69509,-572613,-48201,-8580,-1521,13341,-21745,-424333,-84387,-38008,-6989,717,-42033,24682,148280,46542,-36186,26469,-29428,22015,-5468,17922,-12624,47764,-20288,difficult
372675,39553,6682,5545,7256,23163,-109589,19334,39257,3074,-1092,-10497,1586370,275357,13193,35869,37822,24086,-31642,358655,143764,92413,18005,2591,1695959,-1618012,256023,83298,-26064,130571,32795,56544,38914,-19817,34583,-21495,easy
711060,133231,19212,10435,5876,21730,231077,142367,-3137,4090,-1318,30715,-632883,-94187,-12674,-3950,-5017,-19497,573930,95083,97301,21908,11626,164,-863960,1206813,-236554,189270,-9537,109975,-8040,25858,-3699,16643,-50212,19661,difficult
302456,52632,11691,6874,4515,6592,-212330,-8234,13630,1944,-237,4440,1127390,160716,-2301,5343,37997,16704,778748,242537,115119,9158,6119,10492,1339720,-348642,168950,81821,-15931,117420,3399,3815,38234,-31878,12264,-6212,easy
442301,83989,27999,6095,9728,5618,-155238,-53097,-24934,-2070,-8162,-3981,-126573,10891,-19442,11487,15229,6975,-126573,10891,-19442,11487,15229,6975,28665,0,63988,0,5492,0,13557,0,23391,0,10956,0,difficult
204240,29580,7492,10842,6458,11300,140664,120838,20794,-2317,22905,17159,-39613,2251,2269,-5744,1465,-5210,-39613,2251,2269,-5744,1465,-5210,-180277,0,-118587,0,-18525,0,-3427,0,-21440,0,-22369,0,easy
406449,214165,18468,6525,8287,17512,-13485,-136871,7759,-1956,6703,-10519,-290581,-207696,-17817,-2853,-4851,-14871,-290581,-207696,-17817,-2853,-4851,-14871,-277096,0,-70825,0,-25576,0,-897,0,-11554,0,-4352,0,difficult
327624,89885,12168,27612,19031,30586,785717,181635,39712,-3484,8397,17660,785717,181635,39712,-3484,8397,17660,-291544,3447,-10502,-23770,-16311,-20838,0,-1077261,0,-178188,0,-50214,0,-20286,0,-24708,0,-38498,easy
621452,95332,51259,4785,14217,10436,-509781,-73844,-44444,-1970,-12133,3798,-557302,-82189,-47873,-3418,-13654,-7348,-243012,-66422,-48190,2039,-8339,1005,-47521,314290,-8345,15767,-3429,-317,-1448,5457,-1521,5315,-11146,8353,difficult
392683,83147,22175,8185,5416,14906,-196162,-14087,-14865,-2802,845,4232,-113565,-11371,2157,-5969,147,-4150,260372,236100,101023,18119,25260,14687,82597,373937,2716,247471,17022,98866,-3167,24088,-698,25113,-8382,18837,easy
1787388,297699,41489,70342,18729,26168,-1725322,-294299,-33840,-65321,-17404,-24129,-1725322,-294299,-33840,-65321,-17404,-24129,-1385053,-106414,-33558,-59894,-13577,-20851,0,340269,0,187885,0,282,0,5427,0,3827,0,3278,difficult
1215853,408002,38999,40414,28653,34173,-736074,-344653,-1531,-17176,-14779,-26694,-602998,-311508,-33556,13633,-13952,-6852,316531,-92836,19098,-12919,-3942,5969,133076,919529,33145,218672,-32025,52654,30809,-26552,827,10010,19842,12821,easy
325944,51746,23679,15180,5254,4783,-250727,55926,-5247,-8901,-4011,-357,-158043,12777,-21145,-2104,-1399,2812,985306,345433,-3806,-12036,10052,13312,92684,1143349,-43149,332656,-15898,17339,6797,-9932,2612,11451,3169,10500,difficult
1358975,142274,15416,14564,16034,36685,504082,1672847,9209,38967,8550,14646,-1289344,-134261,-10989,-10656,-11863,-35183,1311651,-55025,-5037,221,-9490,-28995,-1793426,2600995,-1807108,79236,-20198,5952,-49623,10877,-20413,2373,-49829,6188,easy
219616,15929,8422,21721,7188,16081,-196639,-5762,4757,32533,5364,18894,728884,87722,4642,-12665,2073,-200,-38934,108618,66785,-3597,21422,10964,925523,-767818,93484,20896,-115,62143,-45198,9068,-3291,19349,-19094,11164,difficult
1058261,467433,36486,31275,32275,52814,-391671,-435896,-35714,-24668,-26535,-49185,-352290,-337367,-23261,-23910,-20714,-24494,-19539,-285549,-20285,-25801,-28163,-44159,39381,332751,98529,51818,12453,2976,758,-1891,5821,-7449,24691,-19665,easy
1003206,93297,26552,24903,10264,29074,127335,268017,3599,-10065,-7189,-13458,-320941,162412,6827,-16840,13358,32400,187408,-33513,-20494,-19979,-7634,-20892,-448276,508349,-105605,-195925,3228,-27321,-6775,-3139,20547,-20992,45858,-53292,difficult
1978705,907530,82492,24200,36212,67134,-1875690,-882883,-81630,-22150,-35833,-64314,-1814559,-845613,-67890,-20758,-28556,-54281,-302800,-815337,-70418,-15749,-11775,-11507,61131,1511759,37270,30276,13740,-2528,1392,5009,7277,16781,10033,42774,easy
175049,40914,3132,17469,11087,20923,87708,-24425,-2117,-11283,-2937,-16731,-132246,-26700,1815,-14660,-2716,-11668,-108936,-29442,23918,-13257,-2534,-606,-219954,23310,-2275,-2742,3932,22103,-3377,1403,221,182,5063,11062,difficult
196445,78371,13688,9458,14172,15441,2466961,569414,59469,86939,5095,57546,1690704,125572,14515,28463,51101,39215,1450778,149875,96043,55672,4803,23073,-776257,-239926,-443842,24303,-44954,81528,-58476,27209,46006,-46298,-18331,-16142,easy
231359,107494,26861,8449,10641,6252,123967,-51707,-2138,11678,375,-1650,4244,-48021,-20998,-5837,-8387,3058,607401,10800,25148,33627,31595,20930,-119723,603157,3686,58821,-18860,46146,-17515,39464,-8762,39982,4708,17872,difficult
947119,180233,36285,25691,12344,35154,63882,-97715,-18746,-21703,-7022,1890,63882,-97715,-18746,-21703,-7022,1890,92676,-136042,-29255,-10074,2413,-15052,0,28794,0,-38327,0,-10509,0,11629,0,9435,0,-16942,easy
2453861,53412,68376,27132,43372,112021,-1658405,80377,-47265,-20783,-38809,-95768,-1466775,458055,90136,57020,-18838,-58040,-2262886,-7022,-64105,-12078,-37188,-98388,191630,-796111,377678,-465077,137401,-154241,77803,-69098,19971,-18350,37728,-40348,difficult
636748,310984,34211,11737,26642,33564,158721,333846,-24434,38007,14961,18112,-190261,-176026,-27183,-5136,-20857,-19112,-190261,-176026,-27183,-5136,-20857,-19112,-348982,0,-509872,0,-2749,0,-43143,0,-35818,0,-37224,0,easy
596285,41487,8489,9397,14021,39754,479965,458520,40928,8564,11582,-1022,-571955,-18866,-7588,9195,-2266,15074,-280435,15547,8791,1081,22174,-6508,-1051920,291520,-477386,34413,-48516,16379,631,-8114,-13848,24440,16096,-21582,difficult
162103,16386,4275,6503,6208,14724,-98914,1899,6730,8091,10763,47739,122767,295973,6696,22817,15597,-5549,153081,372948,49263,719,32880,-3795,221681,30314,294074,76975,-34,42567,14726,-22098,4834,17283,-53288,1754,easy
1201121,170674,51634,89411,41881,38593,83389,3099,-34769,-49789,-33494,-21833,-764962,23569,-33821,-77498,-35420,-27246,-889215,-131837,-32348,-84130,-37736,-34886,-848351,-124253,20470,-155406,948,1473,-27709,-6632,-1926,-2316,-5413,-7640,difficult
662945,367548,67196,133039,244683,116804,-628432,-352948,-61826,-131533,-242691,-113793,-547641,-289552,-45402,-125692,-222639,-89635,-618930,-358746,-52291,-131076,-238436,-114294,80791,-71289,63396,-69194,16424,-6889,5841,-5384,20052,-15797,24158,-24659,easy
614761,36394,8178,8209,7977,5055,-596489,-20036,-5208,-1882,-1902,8960,-518701,-25042,-1493,-6824,-4892,-814,-602020,-33419,-821,5346,-4629,14372,77788,-83319,-5006,-8377,3715,672,-4942,12170,-2990,263,-9774,15186,difficult
99420,68854,17931,12321,23581,19058,-43106,-56936,-8859,-8400,461,13037,901422,156033,-5639,38408,10365,-1523,82138,57079,-11949,-569,-12469,5004,944528,-819284,212969,-98954,3220,-6310,46808,-38977,9904,-22834,-14560,6527,easy
306404,34929,5045,4037,3472,1572,-166347,-22037,-3247,183,-1112,-961,-166347,-22037,-3247,183,-1112,-961,313989,249967,3540,2436,8082,2547,0,480336,0,272004,0,6787,0,2253,0,9194,0,3508,difficult
97260,26295,9241,2813,3641,10610,-28255,-13118,1647,769,931,-454,-51250,-10983,-3565,2672,28276,13635,253533,118313,-3737,9031,17129,5746,-22995,304783,2135,129296,-5212,-172,1903,6359,27345,-11147,14089,-7889,easy
431634,375739,33800,54925,9049,16220,1267921,-325168,-17611,-41836,-3220,-12911,-136019,-365566,-30555,-54218,-7719,-12467,382831,-348825,-7030,-43641,-2083,-12144,-1403940,518850,-40398,16741,-12944,23525,-12382,10577,-4499,5636,444,323,difficult
137238,31609,11106,6208,6213,14004,97719,36523,-5122,3309,-1133,-11009,569330,977,-6631,4072,3788,-647,-66789,-25086,-8264,-2669,4270,-11651,471611,-636119,-35546,-26063,-1509,-1633,763,-6741,4921,482,10362,-11004,easy
172744,44565,11546,3503,3491,9970,487380,6980,41856,4551,34937,13759,-31621,27253,14556,3856,12964,1754,-31621,27253,14556,3856,12964,1754,-519001,0,20273,0,-27300,0,-695,0,-21973,0,-12005,0,difficult
125761,21264,6749,9858,8354,9977,26553,141000,56935,-58,1463,11411,-6450,-4185,-1922,-6939,-7634,-7139,-16865,16465,10737,-7025,-4160,-1029,-33003,-10415,-145185,20650,-58857,12659,-6881,-86,-9097,3474,-18550,6110,easy
186152,57614,18845,15198,10539,15861,-99603,-49366,-16939,-11025,-7067,-7781,-16334,-13692,-13043,11193,7330,6390,-140519,-52250,-8767,-178,-833,-5506,83269,-124185,35674,-38558,3896,4276,22218,-11371,14397,-8163,14171,-11896,difficult
20173,37271,11971,9046,12035,27704,660290,7062,5572,9867,2884,-12059,99980,-33283,-8318,-8456,-10507,-26285,143213,-12575,-11404,-8213,-10716,-25771,-560310,43233,-40345,20708,-13890,-3086,-18323,243,-13391,-209,-14226,514,easy
1237023,513444,181416,47421,25270,36565,565632,147668,-115265,56670,10803,-1719,565632,147668,-115265,56670,10803,-1719,-797816,-459452,-171681,-37328,-20486,-33887,0,-1363448,0,-607120,0,-56416,0,-93998,0,-31289,0,-32168,difficult
573785,62279,7267,5012,10503,15998,-455089,91573,64658,-10,7635,22367,-538307,-11507,19476,11713,803,20376,-384549,31613,16772,5478,14312,3564,-83218,153758,-103080,43120,-45182,-2704,11723,-6235,-6832,13509,-1991,-16812,easy
57226,25612,8085,6317,10886,19705,-50157,-8412,-3523,13759,2970,14295,313415,-11711,-5155,-4346,-7151,-10600,88440,48616,-5234,-1692,1069,-15089,363572,-224975,-3299,60327,-1632,-79,-18105,2654,-10121,8220,-24895,-4489,difficult
