delta_base_ave,theta_base_ave,lowalpha_base_ave,highalpha_base_ave,lowbeta_base_ave,highbeta_base_ave,delta_c3,theta_c3,lowalpha_c3,highalpha_c3,lowbeta_c3,highbeta_c3,delta_c4,theta_c4,lowalpha_c4,highalpha_c4,lowbeta_c4,highbeta_c4,delta_c5,theta_c5,lowalpha_c5,highalpha_c5,lowbeta_c5,highbeta_c5,delta_cc0,delta_cc1,theta_cc0,theta_cc1,lowalpha_cc0,lowalpha_cc1,highalpha_cc0,highalpha_cc1,lowbeta_cc0,lowbeta_cc1,highbeta_cc0,highbeta_cc1,state
523502,76000,13569,22350,39956,25067,-510767,-69408,-11427,-16638,-24841,-2396,-166243,27165,-6188,-4021,-35017,-19037,-472410,-66894,-9689,-20932,-36199,-17799,344524,-306167,96573,-94059,5239,-3501,12617,-16911,-10176,-1182,-16641,1238,easy
128628,18676,13346,32580,2477,4605,1943952,294502,7420,13496,29040,12523,-43167,3203,3457,-26308,8031,7452,-108686,14352,-11938,-31499,-448,-1985,-1987119,-65519,-291299,11149,-3963,-15395,-39804,-5191,-21009,-8479,-5071,-9437,difficult
475241,92292,10726,8477,11528,21174,1512968,48204,42638,20150,21693,-12287,-449643,-70986,-4867,-2382,-10280,-18785,-238717,-59931,-5068,-4692,-9526,-18271,-1962611,210926,-119190,11055,-47505,-201,-22532,-2310,-31973,754,-6498,514,easy
30827,13360,5917,6851,4039,6137,68739,98920,-2262,-1463,3189,-3484,34988,1428,-644,-1860,2087,-2515,-11982,1603,2216,145,9867,14961,-33751,-46970,-97492,175,1618,2860,-397,2005,-1102,7780,969,17476,difficult
663866,106456,41220,29908,16973,22892,-200093,-37270,-36670,-24781,-3831,-14635,-370097,-90587,-30950,-28588,-9611,-15747,708478,-32679,-30022,9981,-9687,4022,-170004,1078575,-53317,57908,5720,928,-3807,38569,-5780,-76,-1112,19769,easy
153369,85711,26814,21394,25184,20621,-126377,-68548,-23549,-18353,12773,11072,-132104,-73033,-21255,-18903,-18768,-1706,-140569,-52299,-16602,-14039,-12485,-10355,-5727,-8465,-4485,20734,2294,4653,-550,4864,-31541,6283,-12778,-8649,difficult
840080,95180,14611,9992,24207,17260,-627668,31743,-6633,21953,-4489,10211,51707,-51962,-776,-4662,-16309,-12535,-808267,-75064,-9940,-2099,-18398,-13158,679375,-859974,-83705,-23102,5857,-9164,-26615,2563,-11820,-2089,-22746,-623,easy
54524,27245,19009,8277,8431,16064,-24173,-20552,-12454,-3509,-2609,-12335,-30369,-18322,-7299,-3110,-2703,2189,861326,15879,1064,320,27,6418,-6196,891695,2230,34201,5155,8363,399,3430,-94,2730,14524,4229,difficult
148984,54340,13841,17982,21089,30601,-141046,-46631,-11043,-5904,965,48496,-143944,-50571,3338,-9531,-15201,-11623,-142168,-34469,24978,-10392,-9614,5749,-2898,1776,-3940,16102,14381,21640,-3627,-861,-16166,5587,-60119,17372,easy
386325,197653,13954,19727,17384,13090,-344391,-183727,-10283,-13962,-9545,-10941,-382785,-176245,6094,5293,-6276,-5809,-380379,-191173,4198,-14158,-5464,-1999,-38394,2406,7482,-14928,16377,-1896,19255,-19451,3269,812,5132,3810,difficult
178043,95504,6758,18414,10658,12049,-52050,-80675,-1194,-12990,-8135,-7327,189535,86619,42835,4792,7492,17962,-118128,-75736,8254,-9506,-7863,-5139,241585,-307663,167294,-162355,44029,-34581,17782,-14298,15627,-15355,25289,-23101,easy
268899,11091,3542,4311,2161,1714,1199079,168700,31804,27316,12534,9430,-125891,24658,-1040,-591,-261,6129,-220970,-1505,-748,2048,311,1306,-1324970,-95079,-144042,-26163,-32844,292,-27907,2639,-12795,572,-3301,-4823,difficult
114985,22692,5296,6886,6733,8826,-68553,-4073,-883,5712,710,46679,-88529,-10056,14363,24192,15279,20836,-46375,-14246,1345,-1015,-3022,2252,-19976,42154,-5983,-4190,15246,-13018,18480,-25207,14569,-18301,-25843,-18584,easy
153443,13260,3993,5925,3597,5036,-125827,-6121,855,-2599,15462,42079,-149117,-575,2779,29,1339,11830,5164,37937,1904,-1009,639,-2020,-23290,154281,5546,38512,1924,-875,2628,-1038,-14123,-700,-30249,-13850,difficult
50548,17289,3043,9496,7251,12491,-19145,17758,18205,6989,15206,20224,286713,-1108,16334,-6541,1913,-1952,1224928,79217,66471,22945,18966,42443,305858,938215,-18866,80325,-1871,50137,-13530,29486,-13293,17053,-22176,44395,easy
429270,48016,16585,9299,7118,16836,717237,-28634,-7670,-2908,-3838,-4825,-314460,-28898,-5279,60099,3129,3808,-410252,-40021,-10392,7904,-4229,-13100,-1031697,-95792,-264,-11123,2391,-5113,63007,-52195,6967,-7358,8633,-16908,difficult
99027,25088,19708,16807,24319,22880,-94870,-3163,763,-527,-12351,-1905,-84619,-4565,-18721,-2108,-16576,379,-90120,-21209,-12827,-15795,-20399,-20357,10251,-5501,-1402,-16644,-19484,5894,-1581,-13687,-4225,-3823,2284,-20736,easy
484944,130304,30280,9258,27478,19984,-291454,-109571,-24592,-5883,-21352,-15211,-377202,-102175,11214,5483,-13321,10681,-286242,-18645,-7405,12470,-17495,1684,-85748,90960,7396,83530,35806,-18619,11366,6987,8031,-4174,25892,-8997,difficult
64257,59022,8042,11031,7991,13810,293577,47947,34722,90312,24282,7241,-33449,-53953,107601,43055,7772,-3111,-43250,-53808,2094,36747,953,-4928,-327026,-9801,-101900,145,72879,-105507,-47257,-6308,-16510,-6819,-10352,-1817,easy
44491,51157,11274,5580,4398,12857,1444560,-34202,-5970,58147,14121,1612,-40331,-36037,-3019,-1592,5812,3430,-32825,-43912,-740,8932,6903,5057,-1484891,7506,-1835,-7875,2951,2279,-59739,10524,-8309,1091,1818,1627,difficult
114227,103906,8259,10729,9671,16637,34172,-32722,1929,4699,-5542,-10030,-63848,-57957,11643,-5438,14484,4912,-63848,-57957,11643,-5438,14484,4912,-98020,0,-25235,0,9714,0,-10137,0,20026,0,14942,0,easy
444114,49836,16508,14781,11675,21914,-207818,-38349,-6194,-12052,-9572,-18067,-329868,9111,10733,12421,2040,12311,-434315,-9116,-3498,26219,-2275,-7342,-122050,-104447,47460,-18227,16927,-14231,24473,13798,11612,-4315,30378,-19653,difficult
807233,169249,33225,27029,27984,30248,1040742,-10120,-21952,-10252,-7245,-2886,-727914,-158411,-18434,-21527,5320,-8607,-697976,-153902,-26172,11878,-15660,-9126,-1768656,29938,-148291,4509,3518,-7738,-11275,33405,12565,-20980,-5721,-519,easy
758544,272866,33718,33448,29924,32183,-44591,-193795,29036,9054,2073,-11832,-616897,-214226,-20659,-28649,-16693,-11151,-674686,-271364,-31380,-31000,-25313,-28183,-572306,-57789,-20431,-57138,-49695,-10721,-37703,-2351,-18766,-8620,681,-17032,difficult
279278,72636,10885,13154,19585,13789,-264911,-67412,-8994,-1675,-12718,-10386,-272924,-59929,-6804,-8674,-14346,30995,357196,-38119,-2624,3028,-12981,5994,-8013,630120,7483,21810,2190,4180,-6999,11702,-1628,1365,41381,-25001,easy
142684,179292,16725,30291,14026,25373,-109682,-166546,-14765,-27555,-11473,-20151,-8056,-150663,2263,-19833,-8489,-15985,249805,-89306,-693,-9935,8505,52304,101626,257861,15883,61357,17028,-2956,7722,9898,2984,16994,4166,68289,difficult
143526,54696,13692,5699,8764,6507,-105576,-30765,7555,7045,-2405,9462,-142512,-49738,-8092,5466,-2704,6962,-119652,-35521,-2562,16087,-2008,6996,-36936,22860,-18973,14217,-15647,5530,-1579,10621,-299,696,-2500,34,easy
260427,41090,17561,15327,6961,10761,-94636,-21604,-14261,-12979,-3426,1460,-109279,4483,943,-12378,-4161,-4435,-191136,-32257,-12471,-13781,-3448,-5030,-14643,-81857,26087,-36740,15204,-13414,601,-1403,-735,713,-5895,-595,difficult
936837,249007,60391,45562,47259,32112,-176235,1243,-25341,-33301,-20691,14898,31476,-139444,-44616,51730,-23839,49480,-741850,-235636,-43047,-38282,-22933,-21034,207711,-773326,-140687,-96192,-19275,1569,85031,-90012,-3148,906,34582,-70514,easy
762992,58739,33102,25329,7406,18498,1146136,95193,34311,19435,61640,28017,-642108,-49370,-32008,-23711,-4489,-13936,-609840,-12917,-12531,-18698,-3474,-503,-1788244,32268,-144563,36453,-66319,19477,-43146,5013,-66129,1015,-41953,13433,difficult
52325,35911,13560,21277,32640,33598,-49385,-9564,502,7701,-22929,215,-13709,-25146,-10613,-13533,-7824,2913,-47673,-28995,-12034,-17232,-21382,12749,35676,-33964,-15582,-3849,-11115,-1421,-21234,-3699,15105,-13558,2698,9836,easy
285322,194646,20541,13694,25983,21472,345251,169103,53270,5096,18234,9986,-154124,-166603,-11736,-12020,-20324,-16063,69166,-167315,-15977,-10632,-21687,-17085,-499375,223290,-335706,-712,-65006,-4241,-17116,1388,-38558,-1363,-26049,-1022,difficult
519744,67144,20266,19546,10847,17175,856552,1248611,60444,5147,53150,21106,-486680,-35183,-16960,-18369,-7957,-13823,-179564,6639,-3594,14018,11620,-835,-1343232,307116,-1283794,41822,-77404,13366,-23516,32387,-61107,19577,-34929,12988,easy
632243,45948,26065,20672,12786,22866,-21904,-13416,-3324,105,2412,29501,-574077,-30568,-21674,-19158,-9907,-14120,1650824,254,-1320,-15834,314,12660,-552173,2224901,-17152,30822,-18350,20354,-19263,3324,-12319,10221,-43621,26780,difficult
47497,63880,12389,20504,19940,36898,-40491,-54371,-9648,-13511,-10809,6323,-43198,-61324,-7035,-6952,-12047,-17183,-26364,-51322,-8556,-17529,-13378,-31389,-2707,16834,-6953,10002,2613,-1521,6559,-10577,-1238,-1331,-23506,-14206,easy
387283,183311,18553,7730,14530,16620,938870,-120737,-2372,3232,32503,51906,787050,-114931,1771,2552,-8246,-5717,1077118,381676,75730,32427,17306,48240,-151820,290068,5806,496607,4143,73959,-680,29875,-40749,25552,-57623,53957,difficult
593690,211674,35045,11047,16462,32110,393566,-114964,-32216,14351,13005,10877,-541415,-203133,-24360,-9621,-9069,-22984,-540422,-196164,-33119,-9815,-12893,-27913,-934981,993,-88169,6969,7856,-8759,-23972,-194,-22074,-3824,-33861,-4929,easy
197930,92412,20606,7772,23267,20093,372620,60577,-10501,16947,-241,-11483,3113948,24430,172903,55935,104152,58519,803669,185754,43371,55911,119856,59496,2741328,-2310279,-36147,161324,183404,-129532,38988,-24,104393,15704,70002,977,difficult
569605,176548,36511,47561,30971,37758,-514609,-155407,-33851,-44277,-30023,-34410,-70700,-137473,-27591,-41274,-11922,-16679,-104677,-67005,-14843,-33067,-8540,-27508,443909,-33977,17934,70468,6260,12748,3003,8207,18101,3382,17731,-10829,easy
64079,24838,13496,11083,16433,17237,-46474,-9550,-4930,-3001,-9801,-6649,-19490,2971,-11198,-8418,-12636,-7969,46098,-6322,-11431,-7269,-14633,-13484,26984,65588,12521,-9293,-6268,-233,-5417,1149,-2835,-1997,-1320,-5515,difficult
34873,30137,7635,9836,12704,13121,780598,81472,-4740,18784,-9079,3655,-24749,-13451,-1280,2097,-9628,-65,22612,-10038,6820,-4652,-1419,-3304,-805347,47361,-94923,3413,3460,8100,-16687,-6749,-549,8209,-3720,-3239,easy
32811,27418,15128,4855,9776,27349,-18111,20791,16502,17139,17792,-12038,-8765,-3143,-5687,2454,5749,-16789,748821,45772,7873,12233,11503,37219,9346,757586,-23934,48915,-22189,13560,-14685,9779,-12043,5754,-4751,54008,difficult
415227,93471,36361,19580,18704,13738,1051824,452405,3399,157660,51870,57881,-248227,-41076,-17986,-14062,-2263,3471,-407344,-85364,-21331,32750,14028,48655,-1300051,-159117,-493481,-44288,-21385,-3345,-171722,46812,-54133,16291,-54410,45184,easy
140529,69514,29569,36141,23815,27601,-42705,-37721,-26080,-17865,-16219,4872,-139484,-66769,-27366,-34951,-19144,-20478,-119736,-20261,-21605,-30969,-4763,4139,-96779,19748,-29048,46508,-1286,5761,-17086,3982,-2925,14381,-25350,24617,difficult
778686,105321,31135,15793,19431,40199,619727,51526,-4905,17493,26502,-4651,-652271,-87587,-26728,-12947,-16492,-36166,-411589,-71885,-21776,-8604,7846,65224,-1271998,240682,-139113,15702,-21823,4952,-30440,4343,-42994,24338,-31515,101390,easy
14027,24056,6261,14769,17755,30440,66127,-1301,15316,7698,44585,28294,-5281,-23159,-3724,-10687,-14824,-18584,-10830,-19785,5636,-11542,7822,143,-71408,-5549,-21858,3374,-19040,9360,-18385,-855,-59409,22646,-46878,18727,difficult
1385318,100205,36497,17721,12823,19472,-1007323,-74092,-24521,-11064,-3753,-12209,-547026,34604,-9380,-5284,2270,-11239,-1207402,-84721,-33832,-14926,-4350,-14958,460297,-660376,108696,-119325,15141,-24452,5780,-9642,6023,-6620,970,-3719,easy
186766,16944,11621,13276,31399,42759,-181305,-11377,-5551,-11168,-25361,-29982,-179176,-9841,611,-5202,-20502,-26974,-178864,-13223,-6459,-3366,-10247,22414,2129,312,1536,-3382,6162,-7070,5966,1836,4859,10255,3008,49388,difficult
188055,132033,8556,7247,5219,11544,-72403,-125339,-4990,-3135,-3923,-4022,-87910,-8728,-1888,23236,7944,6971,-12194,-112816,-4271,-5988,-3618,-9806,-15507,75716,116611,-104088,3102,-2383,26371,-29224,11867,-11562,10993,-16777,easy
41055,64816,20378,19452,15241,20587,8419,-26870,-819,-12458,-10352,-14108,53178,-59187,2558,-6330,15469,-6708,183681,-37341,-4757,4066,-12831,-14191,44759,130503,-32317,21846,3377,-7315,6128,10396,25821,-28300,7400,-7483,difficult
28980,8457,7052,19582,12125,41473,5999,34678,7334,-14829,-10003,-38027,13366,18472,548,-19010,-7087,-35920,1699366,3544,27920,6148,10671,-14264,7367,1686000,-16206,-14928,-6786,27372,-4181,25158,2916,17758,2107,21656,easy
122527,117603,8733,20272,15746,18621,223341,114035,35654,-12015,3220,-2810,719352,119178,-2211,-1924,80466,6802,-115861,-105490,-5956,12219,13230,11360,496011,-835213,5143,-224668,-37865,-3745,10091,14143,77246,-67236,9612,4558,difficult
94178,11061,5236,7042,7017,8949,635222,14199,1367,-4672,-4446,-3731,-88927,19328,29222,1839,3154,11983,-92362,-425,3246,2892,102,9037,-724149,-3435,5129,-19753,27855,-25976,6511,1053,7600,-3052,15714,-2946,easy
153412,31458,10201,10948,18955,14678,255817,-16680,997,-7183,-8411,-8725,-135739,-12715,-8540,360,11785,8086,-131589,-25248,-8282,-7340,6562,15572,-391556,4150,3965,-12533,-9537,258,7543,-7700,20196,-5223,16811,7486,difficult
79196,29025,9421,12500,10750,27055,20164,-10753,-6801,-10396,-9120,-26151,-42980,-23168,-8351,-10529,-8841,-24816,-10011,-10393,11311,6454,17418,-2695,-63144,32969,-12415,12775,-1550,19662,-133,16983,279,26259,1335,22121,easy
530780,46920,18097,7289,19479,42570,-525137,-36966,-5136,1513,-11984,-26309,-516543,-38384,-13247,-593,-11650,-18506,-523114,-41449,-9338,-1572,957,-1846,8594,-6571,-1418,-3065,-8111,3909,-2106,-979,334,12607,7803,16660,difficult
587350,21963,10754,5383,4271,4324,-381909,933,13250,-2788,1052,-588,995050,300991,41316,29477,19943,26184,-150035,119039,-379,5431,1685,4390,1376959,-1145085,300058,-181952,28066,-41695,32265,-24046,18891,-18258,26772,-21794,easy
19733,19835,15998,8687,15122,32036,-13868,-9936,-3553,-1904,28336,-11300,37552,18658,15716,-3416,10294,-7201,-10523,15151,-7334,-42,17077,10022,51420,-48075,28594,-3507,19269,-23050,-1512,3374,-18042,6783,4099,17223,difficult
501693,107359,9252,16677,17041,24930,-443841,-73559,-7282,-1342,-11197,-15443,-37932,-35583,448,3289,-14520,-18722,-474646,-87655,-6695,1736,-10157,-17185,405909,-436714,37976,-52072,7730,-7143,4631,-1553,-3323,4363,-3279,1537,easy
110308,29084,4013,9551,10422,15753,-10671,-16191,-2344,-6076,-9146,-9200,-64364,12553,1922,-7539,-4082,-8548,-64364,12553,1922,-7539,-4082,-8548,-53693,0,28744,0,4266,0,-1463,0,5064,0,652,0,difficult
320309,28069,10469,9977,13365,27276,-153056,-23117,-8315,-8775,-11965,-25360,-252664,-11008,-10248,-7840,-12591,-26466,-308127,-22545,-2664,-4040,-8962,-15613,-99608,-55463,12109,-11537,-1933,7584,935,3800,-626,3629,-1106,10853,easy
290747,69778,10971,12315,16352,32024,-289795,-66828,-9144,-1324,-11997,-25788,-285443,-59478,1110,-9113,5475,-6382,-288421,-51822,-9331,-2932,-13146,1698,4352,-2978,7350,7656,10254,-10441,-7789,6181,17472,-18621,19406,8080,difficult
7845,9251,20651,8672,17042,20361,26772,13107,-18686,-5828,7009,-3180,-3671,8235,-14616,2073,-4356,-8815,-4932,6398,-15371,-3190,-3212,8782,-30443,-1261,-4872,-1837,4070,-755,7901,-5263,-11365,1144,-5635,17597,easy
576735,311160,88851,30107,37037,16152,-234833,-221576,-79408,-25255,-30354,-8326,-565093,-305483,-88630,-27276,-32060,-11701,-508166,-259751,-84469,-24280,-34126,-12085,-330260,56927,-83907,45732,-9222,4161,-2021,2996,-1706,-2066,-3375,-384,difficult
235322,56861,43111,16065,21022,27906,442480,-32825,-20759,-1158,6509,10262,-197886,-38614,-33185,-4896,9426,-122,-221607,-49652,-31108,-3608,11918,-927,-640366,-23721,-5789,-11038,-12426,2077,-3738,1288,2917,2492,-10384,-805,easy
224668,20835,4296,4685,2454,5996,-151917,-10826,27,-1378,2084,-1300,-130516,35240,10167,7271,61863,58469,-214888,-11522,10406,-562,5625,40192,21401,-84372,46066,-46762,10140,239,8649,-7833,59779,-56238,59769,-18277,difficult
37710,28425,15950,10693,8349,12181,3542,-7743,-11866,-3445,-1563,-9456,815573,292146,5279,4073,13261,-1658,-22060,-16845,-4225,-6138,-3870,-9100,812031,-837633,299889,-308991,17145,-9504,7518,-10211,14824,-17131,7798,-7442,easy
621568,40610,8168,9101,20538,24394,-612949,-35207,-7209,1393,-10882,-2108,-613048,-29925,-1100,-6585,-5619,11585,-393179,9857,-2364,-8630,-18086,-17292,-99,219869,5282,39782,6109,-1264,-7978,-2045,5263,-12467,13693,-28877,difficult
604202,84604,115713,119790,38512,62603,1964154,1637,-96734,-100174,-18579,-36987,-581981,-69402,-104979,-116783,-26084,-41781,-511402,-29200,-108898,-115016,-35142,-55875,-2546135,70579,-71039,40202,-8245,-3919,-16609,1767,-7505,-9058,-4794,-14094,easy
294686,53506,9922,5563,7439,15649,-289152,-45343,5399,10377,10206,4405,-285967,-46250,-2180,9059,6923,15654,-225857,32012,13576,18744,21717,8428,3185,60110,-907,78262,-7579,15756,-1318,9685,-3283,14794,11249,-7226,difficult
529291,22208,5630,13178,7580,11267,-519083,-9431,-2643,-10276,-9,2078,-282248,108101,22796,-1478,-4769,-6699,-504895,31087,1742,13693,2797,9203,236835,-222647,117532,-77014,25439,-21054,8798,15171,-4760,7566,-8777,15902,easy
72853,17865,15173,19471,19127,15216,-13006,-3400,-5158,-14867,-16142,-9031,-56347,-2175,24367,-1958,-7265,12992,-60632,-12155,-8813,-12402,-710,3552,-43341,-4285,1225,-9980,29525,-33180,12909,-10444,8877,6555,22023,-9440,difficult
80665,55048,8376,10534,11922,14430,651599,47770,-4487,-5893,-2673,6103,-55621,-47699,-6743,-8358,-10261,-8561,-54454,-29115,1033,-6699,-2452,-1467,-707220,1167,-95469,18584,-2256,7776,-2465,1659,-7588,7809,-14664,7094,easy
173001,28216,9821,11942,8682,16241,-133663,-761,-1581,-7551,-1866,-10667,-68230,-22210,6244,4508,-242,8867,-125994,-17001,6117,-9204,16055,20617,65433,-57764,-21449,5209,7825,-127,12059,-13712,1624,16297,19534,11750,difficult
81727,44051,18010,5996,13017,14860,716821,-27084,-12863,-790,-8439,-5849,-28774,-36507,-16015,-2890,17496,19696,-59545,-15951,-10208,3394,10296,19777,-745595,-30771,-9423,20556,-3152,5807,-2100,6284,25935,-7200,25545,81,easy
104040,11626,4200,5946,3813,3987,-54282,-3321,-316,796,3518,116,1966849,133291,4484,18354,33655,65882,-99804,-7377,-2127,-4702,445,1856,2021131,-2066653,136612,-140668,4800,-6611,17558,-23056,30137,-33210,65766,-64026,difficult
53933,20006,8545,7943,9412,14056,-11450,1500,4255,-3931,-4956,-9753,75564,44845,1139,-3662,-3998,-5393,1103759,118149,30250,-918,17038,32029,87014,1028195,43345,73304,-3116,29111,269,2744,958,21036,4360,37422,easy
47105,17474,8523,4877,14690,25257,-36769,750,-6350,9212,-2742,-905,-42206,-11471,-3347,-1106,-3782,-12896,-43207,-12043,-4889,-2449,-7645,23566,-5437,-1001,-12221,-572,3003,-1542,-10318,-1343,-1040,-3863,-11991,36462,difficult
417380,189250,23891,24463,27266,45785,-338122,-139402,-15151,-18533,-17297,-35032,-225063,-181113,-19488,-23657,-24106,-41894,-402743,-183444,-20170,-20761,-21629,-38272,113059,-177680,-41711,-2331,-4337,-682,-5124,2896,-6809,2477,-6862,3622,easy
686696,191794,33409,13150,34542,27762,-581975,-180249,-30297,-11394,-28117,-22069,-643659,-162967,-22311,9885,-18421,10298,-661815,-168285,-2795,-2079,-3518,7487,-61684,-18156,17282,-5318,7986,19516,21279,-11964,9696,14903,32367,-2811,difficult
364180,28849,10644,13169,14574,43056,229985,78348,16581,10973,18465,-24385,-63727,260070,6941,17815,28442,-27256,1584607,170248,6673,11569,13394,-29686,-293712,1648334,181722,-89822,-9640,-268,6842,-6246,9977,-15048,-2871,-2430,easy
124045,32748,5535,9858,10927,8813,1072258,3447,363,3358,-185,6091,-113616,-12239,8914,-5292,-3094,25059,-123366,-27458,10686,-2616,29501,-247,-1185874,-9750,-15686,-15219,8551,1772,-8650,2676,-2909,32595,18968,-25306,difficult
116142,11364,9052,4579,6437,10183,78123,23274,-6303,-641,-3350,-4327,24506,67257,11593,65887,39160,14423,929871,209426,27555,47950,470,28756,-53617,905365,43983,142169,17896,15962,66528,-17937,42510,-38690,18750,14333,easy
1080362,222680,39734,37093,17168,39084,-1064512,-215305,-39072,-19961,15846,-11500,-168330,-152568,-19122,-22618,-3582,-7344,-966763,-137479,27663,-26309,-2408,-20377,896182,-798433,62737,15089,19950,46785,-2657,-3691,-19428,1174,4156,-13033,difficult
466669,25137,15964,8951,8962,23830,-436295,43358,-11741,433,-3402,-12626,3141027,72718,-1065,3987,12953,45225,-374809,-20881,-12380,-7608,-7659,-22893,3577322,-3515836,29360,-93599,10676,-11315,3554,-11595,16355,-20612,57851,-68118,easy
196078,54401,18176,41595,33409,21220,-99040,-28408,-4631,-33047,-30312,-16875,-78321,-19172,-1676,-35547,-28611,-8168,-167028,-46639,-11481,-20648,-10498,14243,20719,-88707,9236,-27467,2955,-9805,-2500,14899,1701,18113,8707,22411,difficult
114844,65230,11185,4953,12842,13070,-40719,-25078,-10758,4001,-8594,-6281,351833,3532,7898,19345,8932,33508,-109595,-51867,-3892,12628,-922,18944,392552,-461428,28610,-55399,18656,-11790,15344,-6717,17526,-9854,39789,-14564,easy
512202,35113,31263,18427,7668,12803,105745,17738,-21320,20458,7691,25328,-249335,-4284,-29251,-12837,-6500,-8627,-501938,-29945,-26954,-3654,18539,27376,-355080,-252603,-22022,-25661,-7931,2297,-33295,9183,-14191,25039,-33955,36003,difficult
337830,68321,14975,8344,4407,3348,-274058,-39952,-7060,-1387,692,5949,-185735,-52614,-11929,-3880,-273,6630,-314731,-46478,-11432,-1022,655,52,88323,-128996,-12662,6136,-4869,497,-2493,2858,-965,928,681,-6578,easy
98192,12329,12618,2621,5304,7625,594824,114971,53166,18872,11612,26407,79423,37489,-10494,24811,12207,7543,89083,-340,-7039,16699,5900,12000,-515401,9660,-77482,-37829,-63660,3455,5939,-8112,595,-6307,-18864,4457,difficult
753509,290832,86323,119058,69554,87868,-206476,-268670,-84710,-113834,-65935,-83697,120246,-261487,-65425,-105458,-63858,-74319,-482850,-206165,-80113,-115709,-33987,-76663,326722,-603096,7183,55322,19285,-14688,8376,-10251,2077,29871,9378,-2344,easy
429219,126302,26357,29909,31888,24387,898969,-112239,-6506,1125,-7283,17473,57183,-39380,27701,-1970,-21681,7602,-392084,-97572,-18083,-12708,10759,1861,-841786,-449267,72859,-58192,34207,-45784,-3095,-10738,-14398,32440,-9871,-5741,difficult
255867,43749,5513,19028,8972,12742,155757,40548,20243,55157,40782,17799,-137723,1707,-3591,-9918,-4841,-7208,79882,-6331,16891,5907,11316,25264,-293480,217605,-38841,-8038,-23834,20482,-65075,15825,-45623,16157,-25007,32472,easy
383196,77530,30755,31757,6869,19573,-336150,-72923,-28991,-30464,-4723,-16978,823413,94577,17631,-17746,21433,65988,770847,356093,-5251,19631,45789,46338,1159563,-52566,167500,261516,46622,-22882,12718,37377,26156,24356,82966,-19650,difficult
395303,48724,27221,51502,8579,13366,-386517,3482,54298,-42163,3791,-145,-294753,-7634,-16080,-39988,-6795,-10662,-388586,-26429,-22503,-21484,3082,-6508,91764,-93833,-11116,-18795,-70378,-6423,2175,18504,-10586,9877,-10517,4154,easy
1223754,112930,31771,54481,19140,31704,-1062187,-43857,-21279,-49272,14103,4251,774524,119316,-14986,-19735,33324,-2079,-1189078,-95298,-16918,-31098,-8804,-21750,1836711,-1963602,163173,-214614,6293,-1932,29537,-11363,19221,-42128,-6330,-19671,difficult
889487,177629,36773,40891,18885,20037,-82552,691647,78977,-14856,83122,16029,-225277,28924,-29788,14911,-7667,-6689,-696304,-159752,-35398,-38271,-17065,-11159,-142725,-471027,-662723,-188676,-108765,-5610,29767,-53182,-90789,-9398,-22718,-4470,easy
848680,52141,10182,16530,4175,10483,-213215,-32380,43662,-7903,18093,-3023,-241548,30770,3204,10855,26545,34463,-696697,-38558,-6890,-14529,-520,2570,-28333,-455149,63150,-69328,-40458,-10094,18758,-25384,8452,-27065,37486,-31893,difficult
72143,51997,12486,6398,10506,9347,73977,-5306,-8484,-4137,-5202,-5290,654850,-13895,4075,8472,1602,40105,48020,-7760,-5604,5335,-88,-771,580873,-606830,-8589,6135,12559,-9679,12609,-3137,6804,-1690,45395,-40876,easy
1439009,200916,27031,24220,36083,40299,-1243328,-190613,-21177,-12510,-30564,-26872,-1313949,-190596,-17276,-8445,-28435,-29719,-1373869,-163074,10273,-14007,-8748,14454,-70621,-59920,17,27522,3901,27549,4065,-5562,2129,19687,-2847,44173,difficult
